규모,동수,조감도 이미지 파일경로,위치도 이미지 파일경로,전경 이미지 파일경로,위치,시공자,감리자,세대수,용적율,배치도 이미지 파일경로,설계자,구역명,건폐율,정비사업전문관리업체,사업주체,조합 추진위원회 연락처,구역면적,전화번호,추진현황 id,사업추진단계,조합원수,입출금공개건수
"지하2/지상24층 연면적 48,971.2955㎡",6,http://dynamice.busan.go.kr/data/busi_ara/BARA_202007230516537950.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100122002390.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100122002310.bmp,"황령대로 488, 7층 (대연동, 원자빌딩)",한화건설,(주)한국환경종합건축사사무소,367,273.60,http://dynamice.busan.go.kr/data/busi_ara/BARA_202007230516537660.jpg,C&T 건축,대연3 재건축,24.87,(주)현주특수건설,대연3구역 주택재건축정비사업,051-622-5988,12538,051-622-5988,BARA_0000000000278,착공,367,89
"지하4층/지상36층, 연면적 149,402.8252㎡",8,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100340041890.PNG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100907234960.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100907234850.png,"천제등로 30, 5층 (대연동, 성산빌딩)",(주)대우건설,(주)청우종합건축사사무소,1057,261.86,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100340041790.PNG,(주)리한건축사사무소,대연4 재개발,46.02,(주)정일마스터플랜,대연4주택재개발,051-624-1160,54210,051-624-1160,BARA_0000000000180,해제,403,135
"지하3/지상43층, 연면적 224,239.3615㎡",8,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100241185970.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100127252140.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100127252060.bmp,"황령대로 488, 원자빌딩 2",(주)대우건설,(주)명광엔지니어링건축사사무소,1384,286.84,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100241185640.bmp,"GSA, 벡타건축",대연4 재건축,16.11,(주)한가람,대연4구역 주택재건축정비사업,051-624-2735,58191.3,051-624-2735,BARA_0000000000279,준공,993,161
"지하2층/지상29층, 연면적 123,346.3974㎡",9,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100239404940.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100908479870.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100908479820.png,"용소로28번길 8, 7층 (대연동,금하빌딩)",(주)GS건설,(주)서한종합건축사사무소,965,266.985,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100239404790.jpg,IS종합건축,대연5 재개발,16.14,(주)한가람,대연5주택재개발,051-624-9495,35821.40,051-624-9495,BARA_0000000000181,조합해산,294,30
"지하3/지상28층, 연면적 199,950.75",14,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100220527200.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100922514840.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100922514760.png,"홍곡로320번길 106, 3층(대연동, UN평화기념관)",(주)대우건설,(주)삼우씨엠종합건축사사무소,1422,234.78,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100220526720.jpg,신도시건축,대연6 재개발,15.21,정일마스터플랜,대연6주택재개발,051-626-0157,72024.8,051-626-0157,BARA_0000000000182,이전고시,425,134
"지하4층,지상26층, 연면적 167,889.9079㎡",12,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812110912176080.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100927238590.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100927238430.png,대연5동 1903번지 일원,(주)SK건설,(주)혜원까치종합건축사사무소,"1,174(임대 60)",274.26,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812110912175960.jpg,앙코르건축,대연7 재개발,20.73,(주)부동산써브S&C,대연7 주택재개발조합,051-628-3281,"45,948",051-628-3281,BARA_0000000000183,이전고시,278,18
"지하3,지상35층 연면적",28,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100217224570.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202108050204108900.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202108050204108870.jpg,"석포로 76, 7층 (대연동)",(주)포스코건설,미정,3530,259.69,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100217224380.jpg,(주)신성ENG,대연8 재개발,18.15,(주)건은도시정비시스템,대연8주택재개발,051-625-6001,192243.3,051-625-6001,BARA_0000000000184,조합설립인가,3346,120
지하2층/지상29층,3,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109271144080750.jpg,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109270355263440.png,"못골번영로 69, 2층",코오롱글로벌(주),-,225,248.88,http://dynamice.busan.go.kr/data/busi_ara/BARA_202109271144080330.jpg,(주)상지엔지니어링 건축사사무소,대연동 가로주택정비,13,(주)스마트도시정비,대연동,051-623-1491,9712.6,051-623-1491,BARA_0000000030047,사업시행계획인가,225,5
미정,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"수영로 289(대연동, 대연맨션)",(주)동원개발,-,160,856.17,http://dynamice.busan.go.kr/data/busi_ara/,건축사사무소 젬마,대연맨션 소규모재건축,53.32,(주)부동산써브,대연맨션소규모재건축정비구역,051-611-9787,2940,051-611-9787,BARA_0000000030037,착공,56,31
,3,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202502100158086710.png,http://dynamice.busan.go.kr/data/busi_ara/,수영로 250번가길 11-16(대연동),한신공영,-,204,299.66,http://dynamice.busan.go.kr/data/busi_ara/,상지건축,대연역 가로주택정비,28.11,(주)스마트도시정비,대연역,051-625-1488,8188,051-625-1488,BARA_0000000030087,건축심의 및 통합심의,204,0
,0,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 해운대구 해운대해변로 141, 관리사무소동 2층",미정,미정,0,274.75,http://dynamice.busan.go.kr/data/busi_ara/,(주)건축사사무소앙코르,"대우마리나1,2차 재건축",18.20,미정,"대우마리나1,2차",051-747-1164,89015,051-747-1164,BARA_0000000030168,추진위원회 구성,0,0
지하4/지상54층,4,http://dynamice.busan.go.kr/data/busi_ara/BARA_202311210356106400.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812121110142690.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812121110142660.JPG,대평동 1가 1번지 일원,"대림산업(주), 고려개발(주)",미정,999,839.60,http://dynamice.busan.go.kr/data/busi_ara/BARA_202311210356109130.jpg,나우동인건축,대평1 재개발,58.45,다우엠엔지,CMCD_0000000000472,051-418-8318,218390,051-418-8318,BARA_0000000000215,사업시행계획인가,529,91
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"낙동대로451번길 13, 3층",-,-,101,817.85,http://dynamice.busan.go.kr/data/busi_ara/,-,대호세화아파트 소규모재건축,24.83,-,대호세화아파트,051-201-3327,4004.1,051-201-3327,BARA_0000000030093,조합설립인가,101,0
"지하2/지상18~26층, 연면적 110,655.1517㎡",8,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901030313079930.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204251137024190.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260511292080.png,"북구 만덕대로84, 성암빌딩2층",한화건설,㈜동우이앤씨,795,298.80,http://dynamice.busan.go.kr/data/busi_ara/BARA_202205021233510840.jpg,수가디자인,덕천2 재건축,24.38,세웅알앤씨,덕천2구역 재건축사업,051-337-1423,28912.1,051-337-1423,BARA_0000000000299,준공,634,102
"지하2/지상19~25층,연면적 88,455.6071㎡",6,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901300407213980.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204251239567760.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901290235299390.png,덕천동 357-12번지 일원,(주)한화건설,(주)한림이앤씨건축사사무소,636,296.22,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204290553466150.png,수가디자인,덕천2-1 재건축,29.37,세웅알앤씨,덕천2-1구역 재건축사업,051-332-4353,24793.6,051-332-4353,BARA_0000000000281,준공,438,104
"지하2/지상27층, 연면적 61,086.4185㎡",4,http://dynamice.busan.go.kr/data/busi_ara/BARA_202007210118421650.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204251253096080.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812041003150790.jpg,만덕대로 169 3층 (보성빌딩),한화건설,미정,429,280.7,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204300859526530.jpg,수가디자인,덕천3 재건축,23.18,세웅알앤씨,덕천3구역 재건축사업,051-977-0033,16070.5,051-977-0033,BARA_0000000000328,준공,309,56
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,-,-,0,239.90,http://dynamice.busan.go.kr/data/busi_ara/,-,덕천동 347-3번지 일원 가로주택정비,17.87,gh시티플랜,덕천동 347-3번지 일원,010-3868-2139,5613.8,010-3868-2139,BARA_0000000030105,건축심의 및 통합심의,0,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202207150953389260.png,http://dynamice.busan.go.kr/data/busi_ara/,,(주)한화건설,-,121,239.54,http://dynamice.busan.go.kr/data/busi_ara/,(주)수가디자인건축사사무소,덕천동 365-26번지 일원 가로주택정비,25.4,(주)세웅알앤씨,덕천동 365-26번지 일원,051-341-7557,5849.4,051-341-7557,BARA_0000000030084,건축심의 및 통합심의,33,0
"지하3층/지상38층,연면적 241,869.894㎡",14,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812070438289160.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204260925161530.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812070432396050.jpg,사상구 덕포동 220번지 일원,중흥토건(주),(주)원종합엔지니어링,1572,276.69,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812070446025640.jpg,(주)상지건축,덕포1 재개발,17.15,(주)건은 도시정비시스템,덕포1주택재개발정비구역,051-301-0600,72346.6,051-301-0600,BARA_0000000000223,준공,536,127
-,0,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,-,-,-,0,0,http://dynamice.busan.go.kr/data/busi_ara/,-,덕포1 재건축,0,-,-,051-305-1236,45492,051-305-1236,BARA_0000000000303,추진위원회 구성,0,0
,0,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 영도구 동삼동 220-1, 도시아파트",미정,미정,233,0,http://dynamice.busan.go.kr/data/busi_ara/,미정,도시아파트 소규모재건축,0,미정,도시아파트,051-405-4620,9207,051-405-4620,BARA_0000000030174,조합설립인가,233,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,남산동 39-1,지원건설,-,125,249.27,http://dynamice.busan.go.kr/data/busi_ara/,-,동광세화맨션 소규모재건축,15.13,-,동광세화맨션,051-508-9905,4208,051-508-9905,BARA_0000000030078,조합설립인가,79,0
미정,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070136475530.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070136475440.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070136475360.png,구덕로296번길 40-1(동대신동2가),미지정,미지정,287,0,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811070136475410.png,(주)신성ENG건축사사무소,동대신1 재건축,0,(주)건은도시정비시스템,동대신1구역 주택재건축,051-242-5556,37300,051-242-5556,BARA_0000000000132,추진위원회 구성,287,4
"지하3층/ 지상12층~29층, 연면적 71,785.4436㎡",6,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071044154410.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071044154380.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071044154190.jpg,"보수대로173, 3층(동대신동 1가)",(주)동원개발,(주)선엔지니어링,503,283.97,http://dynamice.busan.go.kr/data/busi_ara/BARA_201811071044154350.png,(주)호원종합건축사사무소,동대신2 재개발,18.39,JM C&P,동대신2 재개발,051-242-7707,21433,051-242-7707,BARA_0000000000127,준공,133,135
,000,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,1,1,4,1,http://dynamice.busan.go.kr/data/busi_ara/,1,동래역 삼창 소규모재개발,1,1,동래역 삼창,051-000-0000,8944.2,051-000-0000,BARA_0000000030152,조합설립인가,1,0
"지하5층,지상30층 연면적 299,114㎡",19,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509230529209620.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812120152560230.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509230529209560.jpg,동삼1동 323-30번지 일원,현대엔지니어링(주),미정,1999,253.53,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812120157433250.png,"승보ENC, (주)새누이엔지건축사사무소",동삼1 재개발,13.73,(주)태형PNC,동삼1구역주택재개발,051-405-0681,95242,051-405-0681,BARA_0000000000216,관리처분계획,194,45
,9,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"영도구 절영로 504, 조양비취맨션 상가동 111호",미정,미정,647,237.21,http://dynamice.busan.go.kr/data/busi_ara/,상지,동삼1 재건축,10.19,(주)스마트도시정비,동삼1,051-405-0405,29110,051-405-0405,BARA_0000000030125,추진위원회 구성,647,0
"지하3/지상35층, 연면적 176,968.2149㎡",10,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509230532173630.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812181053251730.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509230532173540.jpg,동삼동 383-1번지 일원,아이에스동서,미정,1228,266.93,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812121120395370.jpg,(주)새누이엔지건축사사무소,동삼2 재개발,16.43,(주)호현도시개발,동삼2구역주택재개발,051-405-2410,65289,051-405-2410,BARA_0000000000217,준공,219,116
,3,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,77,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,동서산장 소규모재건축,1,미정,동서산장,051-921-1716,5270.20,051-921-1716,BARA_0000000030080,건축심의 및 통합심의,77,0
미정,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"못골번영로 16, 흥원빌딩 3층",두산건설,-,265,512.67,http://dynamice.busan.go.kr/data/busi_ara/,상지 엔지니어링,동성하이타운 가로주택정비,59.33,호현도시개발,동성하이타운 가로주택정비사업,051-637-7919,6337.7,051-637-7919,BARA_0000000030031,사업시행계획인가,265,21
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,154,937.86,http://dynamice.busan.go.kr/data/busi_ara/,미정,동원맨션 소규모재건축,60.24,(주)디벨로,동원맨션,010-9664-0009,1644,010-9664-0009,BARA_0000000030155,조합설립인가,25,0
,3,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,가야대로587번길 11-5 (2층),미정,미정,204,291.54,http://dynamice.busan.go.kr/data/busi_ara/,미정,동의대역세권 가로주택정비,000,미정,동의대역세권,051-898-1587,7096,051-898-1587,BARA_0000000030122,조합설립인가,62,0
,5,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202308010440116200.png,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 부산진구 신천대로 266, 2층(부암동)",미선정,미선정,316,954.72,http://dynamice.busan.go.kr/data/busi_ara/BARA_202308010440116770.jpg,미선정,럭키무지개 가로주택정비사업 가로주택정비,41.74,미선정,럭키무지개 가로주택정비사업,051-804-0630,9593,051-804-0630,BARA_0000000030114,조합설립인가,316,0
"지하5~지상15층, 연면적 79,041㎡",12,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812280902529670.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204250250491870.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812041008025190.png,북구 덕천로 303 4층(만덕동),(주)동부토건,(주)에이프러스씨엠 건축사사무소,593,203.88,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204290546475150.jpg,(주)새누이엔지건축사사무소,만덕2 재건축,22.86,(주)유니빌산업개발,만덕2구역 재건축사업,051-335-0427,29317,051-335-0427,BARA_0000000000297,준공,334,0
"지하2/지상27층, 연면적 63,508.15㎡",5,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901310228282280.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204300838517540.gif,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812041013279860.png,북구 만덕1로 15 3층,코오롱글로벌주식회사,미정,445,246.19,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204300844425130.jpg,백타건축,만덕3 재건축,30,정일이엔씨,만덕3구역 재건축사업,051-926-8700,17563,051-926-8700,BARA_0000000000298,조합설립인가,338,98
미정,4,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202301270253472370.png,http://dynamice.busan.go.kr/data/busi_ara/,북구 덕천로276번길 5,미정,미정,0,259.67,http://dynamice.busan.go.kr/data/busi_ara/BARA_202204300847411410.jpg,(아키드림이엔지),만덕4 재건축,17.07,미정,미정,051-338-9879,12419,051-338-9879,BARA_0000000000329,조합설립인가,0,0
"지하4층/지상35층, 연면적 180,161.4981㎡",13,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100456150750.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100456150720.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100456150640.jpg,망미배산로 70번길 37(망미동),SK건설(주),동우이앤씨건축사사무소,1245,246.79,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100456150670.jpg,"서강종합건축사, 앙코르건축사",망미1 재개발,15.21,(주)도시와 미래,망미1구역 주택재개발,051-751-0038,68509.6,051-751-0038,BARA_0000000000075,이전고시,321,2
,14,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,없음,없음,1791,274.95,http://dynamice.busan.go.kr/data/busi_ara/,없음,망미5 재개발,48.87,없음,망미5,051-759-3900,103695,051-759-3900,BARA_0000000030170,추진위원회 구성,1003,0
,12,http://dynamice.busan.go.kr/data/busi_ara/BARA_202407241029065900.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202407241029066820.JPG,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 수영구 망미배산로22, 2층",미정,미정,1386,279.96,http://dynamice.busan.go.kr/data/busi_ara/BARA_202407241029066910.jpg,미정,망미7 재개발,21.2,(주)건은도시정비시스템,망미7,051-751-7776,68386.6,051-751-7776,BARA_0000000030150,추진위원회 구성,600,0
미정,미정,http://dynamice.busan.go.kr/data/busi_ara/BARA_201910110456190460.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260132252340.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201910110456190390.JPG,동래구 명륜동 702-47번지 일원,미정,미정,미정,261%이하,http://dynamice.busan.go.kr/data/busi_ara/BARA_201910110456190430.JPG,미정,명륜2 재건축,30%이하,미정,명륜2 재건축정비사업 조합,051-557-6405,"24,763",051-557-6405,BARA_0000000000269,관리처분계획,0,0
"지하2층, 지상12~28층, 연면적 94,994.6735㎡",7,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509230301287190.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260223126660.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901301052571900.bmp,동래구 명륜동 650-1번지 일원,GS건설,대성종합건축사사무소,671,259.18,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901301052571950.JPG,팀엔지니어링건축사사무소,명륜4 재개발,18.06,도시와 미래,명륜4구역 주택재개발 조합,051-555-3031,"31,433.7",051-555-3031,BARA_0000000000209,조합해산,161,0
-,-,http://dynamice.busan.go.kr/data/busi_ara/BARA_202011181130335950.jpg,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202011181130335770.jpg,동래구 온천동 1448-1번지 일원,-,-,-,-,http://dynamice.busan.go.kr/data/busi_ara/BARA_202011181130335890.jpg,-,명보아파트 가로주택정비,-,-,명보아파트 가로주택정비사업조합,051-503-1837,"2,735㎡",051-503-1837,BARA_0000000030026,사업시행계획인가,49,20
,1,http://dynamice.busan.go.kr/data/busi_ara/BARA_202405220328421590.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202405220328421770.JPG,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,785,1,http://dynamice.busan.go.kr/data/busi_ara/BARA_202405220328421870.jpg,미정,명서1 재개발,1,미정,명서1,051-521-8782,73395,051-521-8782,BARA_0000000030139,추진위원회 구성,785,0
"지하3층, 지상29층, 연면적 215,851㎡",17,http://dynamice.busan.go.kr/data/busi_ara/BARA_201509250925330950.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812260226290710.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901301055287290.bmp,동래구 명장동 623번지 일원,대림산업(주),(주)혜원까치,"1,384",249.72,http://dynamice.busan.go.kr/data/busi_ara/BARA_201901301055287340.jpg,"한미종합건축사사무소, 유민엔지니어링종합건축사사무소",명장1 재개발,18.43,(주)명성디앤씨,명장1구역 주택재개발 조합,051-528-1660,67508.6,051-528-1660,BARA_0000000000210,이전고시,552,44
,1,http://dynamice.busan.go.kr/data/busi_ara/BARA_202405080859120970.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202405080859121140.png,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,738,1,http://dynamice.busan.go.kr/data/busi_ara/BARA_202405080859121270.png,미정,명장2 재개발,1,미정,명장2,010-5526-3328,55177,010-5526-3328,BARA_0000000030123,조합설립인가,738,0
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,1,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,명장2 가로주택정비,1,미정,명장2,02-787-0000,10.201,02-787-0000,BARA_0000000030132,조합설립인가,1,0
,1,http://dynamice.busan.go.kr/data/busi_ara/BARA_202407090421204210.jpg,http://dynamice.busan.go.kr/data/busi_ara/BARA_202407090421204430.jpg,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,1,1,http://dynamice.busan.go.kr/data/busi_ara/BARA_202407090421204590.jpg,미정,명장3 재건축,1,미정,명장3,051-529-3007,16775.8,051-529-3007,BARA_0000000030143,조합설립인가,1,0
-,-,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,명장동 29-27번지 일원,-,-,-,-,http://dynamice.busan.go.kr/data/busi_ara/,-,명장동29-27번지일대 가로주택정비,-,-,(주)하나자산신탁(지정개발자),051-532-7822,"8,016.2",051-532-7822,BARA_0000000030043,건축심의 및 통합심의,130,0
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,,미정,미정,158,1,http://dynamice.busan.go.kr/data/busi_ara/,미정,명장삼보맨션 소규모재건축,1,미정,명장삼보맨션,051-521-1187,8032,051-521-1187,BARA_0000000030081,조합설립인가,158,0
-,6,http://dynamice.busan.go.kr/data/busi_ara/BARA_202306260241186770.JPG,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100937341120.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202306260237051870.JPG,"자유평화로3번길 14-21, 601호 (범천동, 소망빌딩)",GS건설(주),미정,2568,779.68,http://dynamice.busan.go.kr/data/busi_ara/BARA_202306260248366070.JPG,아이티엠/시엔티,문현1 재개발,36.58,우영에이치디,문현1주택재개발,051-631-4608,68160,051-631-4608,BARA_0000000000185,조합설립인가,2568,34
"지하5층,지상27층, 연면적 405,728.085㎡",34,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100309577500.bmp,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101135279460.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812101135279230.png,"고동골로78번길 26, 3층(문현동)","㈜현대엔지니어링, ㈜두산건설",미정,2772,262.78,http://dynamice.busan.go.kr/data/busi_ara/BARA_201812100309577450.bmp,㈜디자인그룹 이루건축사사무소,문현3 재개발,25.13,㈜코리아엘리,문현3주택재개발,051-647-4496,139152,051-647-4496,BARA_0000000000186,관리처분계획,2618,165
,2,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/BARA_202402140145202150.PNG,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 남구 우암로362번길 7, 3층",-,-,525,1238.74,http://dynamice.busan.go.kr/data/busi_ara/BARA_202402140145202410.PNG,-,문현4동 가로주택정비,72.87,연세리츠,문현4동,051-632-5177,4090,051-632-5177,BARA_0000000030130,조합설립인가,525,0
,12,http://dynamice.busan.go.kr/data/busi_ara/BARA_202505070446422320.png,http://dynamice.busan.go.kr/data/busi_ara/BARA_202505070446428520.png,http://dynamice.busan.go.kr/data/busi_ara/,"남구 수영로 26(문현동, 문현대림시티프라자 상가 208호)",-,-,0,262.75,http://dynamice.busan.go.kr/data/busi_ara/BARA_202505070443336680.png,나우동인건축,문현6 재개발,15.29,㈜현주특수건설,문현6,051-644-8659,80174,051-644-8659,BARA_0000000030165,조합설립인가,0,0
,4,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"문현로 66번길 41, 대성아파트 E동 205호",(주)HJ중공업,-,161,223.38,http://dynamice.busan.go.kr/data/busi_ara/,C&T 건축,문현대성 가로주택정비,23.61,(주)다올 도시정비,문현대성,051-639-9290,9836.92,051-639-9290,BARA_0000000030085,조합설립인가,131,0
,1,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,http://dynamice.busan.go.kr/data/busi_ara/,"부산광역시 부산진구 시민공원로 38, 문화아파트 103호",미정,미정,0,921.06,http://dynamice.busan.go.kr/data/busi_ara/,미정,문화아파트 소규모재건축사업 소규모재건축,46,(주)영토개발,문화아파트 소규모재건축사업,051-809-3416,964,051-809-3416,BARA_0000000030090,조합설립인가,0,0
