"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"9068","부산광역시 남구 대연동","1283-4","1283","0004","더원에코시티","월세","14.4500","202501","25","4,200","18","5","2020","못골로53번길 24","202502~202602","신규","-","","","연립다세대"
"9069","부산광역시 남구 대연동","427-34","0427","0034","더원팰리스","전세","15.2200","202501","25","11,000","0","10","2019","용소로34번길 6-6","202501~202701","신규","-","","","연립다세대"
"9070","부산광역시 남구 대연동","317-10","0317","0010","(317-10)","월세","61.5000","202501","25","17,000","10","3","2015","수영로267번길 60","202502~202602","신규","-","","","연립다세대"
"9071","부산광역시 남구 대연동","871-10","0871","0010","정원스카이B동","월세","19.7600","202501","25","500","39","5","2011","유엔평화로41번길 55","202501~202601","신규","-","","","연립다세대"
"9072","부산광역시 남구 대연동","877-5","0877","0005","더퍼스트","월세","13.0800","202501","25","1,000","54","3","2023","용소로64번길 127","202501~202601","신규","-","","","연립다세대"
"9073","부산광역시 남구 용호동","86-28","0086","0028","도원(1)","월세","62.1500","202501","25","7,000","20","1","1979","용호로123번길 81","202503~202703","신규","-","","","연립다세대"
"9074","부산광역시 남구 용호동","86-28","0086","0028","도원(1)","월세","62.1500","202501","25","7,000","20","1","1979","용호로123번길 81","202503~202703","신규","-","","","연립다세대"
"9075","부산광역시 영도구 동삼동","420-5","0420","0005","쁘띠빌","월세","15.1727","202501","25","500","30","3","2012","태종로 688-8","202501~202601","신규","-","","","연립다세대"
"9076","부산광역시 부산진구 전포동","306-29","0306","0029","올리버옐로우","월세","12.2800","202501","25","300","29","4","2011","서전로68번길 38-8","202501~202601","신규","-","","","연립다세대"
"9077","부산광역시 부산진구 전포동","662-17","0662","0017","더휴캐슬랜드","월세","22.4300","202501","25","1,900","36","3","2013","동천로108번길 21","202501~202601","신규","-","","","연립다세대"
"9078","부산광역시 부산진구 전포동","662-17","0662","0017","더휴캐슬랜드","월세","22.4300","202501","25","1,900","36","3","2013","동천로108번길 21","202501~202601","신규","-","","","연립다세대"
"9079","부산광역시 부산진구 전포동","306-5","0306","0005","스위트원룸","전세","21.1900","202501","25","9,800","0","2","2016","전포대로224번길 22","202502~202702","신규","-","","","연립다세대"
"9080","부산광역시 부산진구 전포동","306-5","0306","0005","스위트원룸","월세","21.1900","202501","25","6,780","12","2","2016","전포대로224번길 22","202502~202702","신규","-","","","연립다세대"
"9081","부산광역시 동구 좌천동","1172","1172","0000","갤럭시하버타운","월세","21.4068","202501","25","1,000","60","3","2020","고관로141번길 14","202501~202601","신규","-","","","연립다세대"
"9082","부산광역시 동구 수정동","215-13","0215","0013","골드빌리지","월세","23.2800","202501","25","2,000","39","5","2014","진성로11번길 6","202502~202702","신규","-","","","연립다세대"
"9083","부산광역시 북구 금곡동","55-16","0055","0016","마이빌","월세","29.4000","202501","25","300","37","4","2015","금곡대로616번길 150","202502~202601","신규","-","","","연립다세대"
"9084","부산광역시 부산진구 부전동","122-2","0122","0002","초이스","월세","16.5800","202501","25","300","41","3","2010","동천로107번길 12-27","202501~202601","신규","-","","","연립다세대"
"9085","부산광역시 사하구 하단동","492-19","0492","0019","린다프레스티지","월세","14.7300","202501","25","4,000","13","2","2021","낙동대로516번길 41","202502~202601","신규","-","","","연립다세대"
"9086","부산광역시 부산진구 부전동","420-31","0420","0031","리치빌","월세","19.5900","202501","25","2,000","30","6","2012","가야대로747번길 30","202501~202601","신규","-","","","연립다세대"
"9087","부산광역시 부산진구 부전동","426-13","0426","0013","태양빌","월세","15.5800","202501","25","2,000","25","5","2012","가야대로747번길 6","202501~202601","신규","-","","","연립다세대"
"9088","부산광역시 서구 암남동","19-18","0019","0018","써니빌","월세","18.9800","202501","25","500","45","2","2003","암남로58번길 55","202502~202601","신규","-","","","연립다세대"
"9089","부산광역시 수영구 망미동","436-6","0436","0006","보문타운2차","전세","48.6000","202501","25","14,000","0","3","2015","과정로79번길 30","202503~202703","신규","-","","","연립다세대"
"9090","부산광역시 사하구 당리동","336-12","0336","0012","정림상가","전세","71.7000","202501","25","9,000","0","3","1985","낙동대로 355","202502~202702","신규","-","","","연립다세대"
"9091","부산광역시 부산진구 가야동","414-2","0414","0002","정욱빌","월세","14.1500","202501","25","300","30","1","2010","엄광로 202","202501~202601","신규","-","","","연립다세대"
"9092","부산광역시 북구 구포동","1027-6","1027","0006","미송하이츠빌","전세","69.3100","202501","25","12,000","0","2","2014","가람로18번길 5","202502~202602","신규","-","","","연립다세대"
"9093","부산광역시 북구 구포동","1027-6","1027","0006","미송하이츠빌","전세","69.3100","202501","25","12,000","0","2","2014","가람로18번길 5","202502~202702","신규","-","","","연립다세대"
"9094","부산광역시 동래구 사직동","156-67","0156","0067","신한마이빌","전세","73.2600","202501","25","11,000","0","5","2003","여고로91번길 22","202502~202702","신규","-","","","연립다세대"
"9095","부산광역시 금정구 장전동","386-4","0386","0004","블루밍하우스","월세","16.8000","202501","25","500","44","5","2012","부산대학로64번길 85","202501~202601","신규","-","","","연립다세대"
"9096","부산광역시 금정구 장전동","24-11","0024","0011","아트빌라스","월세","15.3200","202501","25","500","15","2","2013","금강로321번길 117-11","202501~202601","신규","-","","","연립다세대"
"9097","부산광역시 금정구 장전동","28-7","0028","0007","에이플러스빌","월세","15.0000","202501","25","500","28","5","2012","금강로335번길 93","202501~202601","신규","-","","","연립다세대"
"9098","부산광역시 금정구 장전동","504","0504","0000","아인빌","월세","35.0420","202501","25","500","40","5","2015","금샘로17번안길 21","202501~202701","신규","-","","","연립다세대"
"9099","부산광역시 금정구 장전동","232-8","0232","0008","궁전하이츠","월세","14.4050","202501","25","300","21","2","2001","부산대학로50번길 97","202501~202601","신규","-","","","연립다세대"
"9100","부산광역시 금정구 장전동","28-7","0028","0007","에이플러스빌","월세","13.3200","202501","25","300","27","2","2012","금강로335번길 93","202501~202601","신규","-","","","연립다세대"
"9101","부산광역시 금정구 장전동","130-13","0130","0013","동림리더스홈","월세","17.0900","202501","25","500","28","5","2012","수림로75번길 35","202501~202601","신규","-","","","연립다세대"
"9102","부산광역시 서구 서대신동3가","61-8","0061","0008","트라움하우스","월세","16.4800","202501","25","3,500","35","4","2019","대신공원로 37-9","202501~202601","신규","-","","","연립다세대"
"9103","부산광역시 해운대구 반여동","1291-1156","1291","1156","(1291-1156)","월세","34.3800","202501","25","500","20","1","1995","해운대로61번길 88-42","202502~202601","신규","-","","","연립다세대"
"9104","부산광역시 금정구 부곡동","64-49","0064","0049","이루마빌","월세","14.7100","202501","25","1,000","26","4","2013","중앙대로1763번길 36-15","202502~202601","신규","-","","","연립다세대"
"9105","부산광역시 부산진구 개금동","168-2","0168","0002","미즈","월세","14.8900","202501","25","2,000","40","5","2014","냉정로233번길 27","202501~202601","신규","-","","","연립다세대"
"9106","부산광역시 부산진구 개금동","177-212","0177","0212","디아너스","월세","15.2700","202501","25","500","37","4","2013","복지로21번길 21","202501~202601","신규","-","","","연립다세대"
"9107","부산광역시 부산진구 개금동","177-199","0177","0199","스마트웰","월세","12.1400","202501","25","500","25","5","2012","복지로21번길 34-6","202501~202601","신규","-","","","연립다세대"
"9108","부산광역시 부산진구 개금동","177-34","0177","0034","펜트하우스","월세","13.9900","202501","25","500","32","4","2012","가야대로468번길 19","202502~202602","신규","-","","","연립다세대"
"9109","부산광역시 중구 부평동4가","20-11","0020","0011","다사랑빌","월세","14.2600","202501","25","1,000","37","5","2014","흑교로25번길 17","202501~202601","신규","-","","","연립다세대"
"9110","부산광역시 동래구 온천동","1210-8","1210","0008","광천원룸","전세","20.7000","202501","25","3,000","0","1","2003","아시아드대로247번길 52-10","202501~202701","신규","-","","","연립다세대"
"9111","부산광역시 중구 대청동4가","31-1","0031","0001","(31-1)","월세","14.3800","202501","25","500","28","3","2012","중구로 103","202501~202601","신규","-","","","연립다세대"
"9112","부산광역시 중구 대청동2가","4-25","0004","0025","마루하우스","월세","34.0000","202501","25","2,000","29","2","2013","복병산길3번길 6","202501~202601","신규","-","","","연립다세대"
"9113","부산광역시 연제구 연산동","2128-1","2128","0001","양지(2128-1)","월세","55.7000","202501","25","2,000","30","1","1978","배산북로 21","202502~202701","신규","-","","","연립다세대"
"9114","부산광역시 연제구 연산동","632-5","0632","0005","트라움하우스12차","월세","22.8800","202501","25","500","46","2","2017","쌍미천로151번길 15","202501~202601","신규","-","","","연립다세대"
"9115","부산광역시 금정구 남산동","97-5","0097","0005","골드샤인빌","월세","13.8900","202501","24","300","28","2","2013","범어천로 23","202501~202601","신규","-","","","연립다세대"
"9116","부산광역시 금정구 부곡동","64-19","0064","0019","로얄캐슬","월세","16.7200","202501","24","1,000","27","6","2013","중앙대로1763번길 36-17","202501~202601","신규","-","","","연립다세대"
"9117","부산광역시 서구 서대신동3가","293-2","0293","0002","라온에코그린","월세","32.3600","202501","24","5,000","31","6","2013","구덕로339번길 11","202501~202601","신규","-","","","연립다세대"
"9118","부산광역시 부산진구 양정동","144-19","0144","0019","햇살하늘채","월세","21.7200","202501","24","300","42","7","2014","연수로11번길 60","202501~202601","신규","-","","","연립다세대"
"9119","부산광역시 금정구 부곡동","22-9","0022","0009","세인빌","월세","16.5700","202501","24","1,000","25","3","2013","기찰로 129-1","202501~202701","신규","-","","","연립다세대"
"9120","부산광역시 서구 암남동","29-39","0029","0039","현대가","월세","15.6300","202501","24","300","20","4","2013","성산길 21","202502~202602","신규","-","","","연립다세대"
"9121","부산광역시 부산진구 부암동","669-31","0669","0031","큐브빌","월세","14.9800","202501","24","2,000","35","9","2017","신천대로220번길 77-4","202501~202601","신규","-","","","연립다세대"
"9122","부산광역시 서구 암남동","29-39","0029","0039","현대가","월세","14.3700","202501","24","800","35","2","2013","성산길 21","202502~202602","신규","-","","","연립다세대"
"9123","부산광역시 부산진구 양정동","313-3","0313","0003","더원팰리스","월세","14.6223","202501","24","300","33","2","2018","동평로397번길 30","202502~202602","신규","-","","","연립다세대"
"9124","부산광역시 남구 대연동","52-9","0052","0009","모닝빌","월세","15.0325","202501","24","300","30","2","2010","용소로19번길 37","202501~202601","신규","-","","","연립다세대"
"9125","부산광역시 금정구 장전동","501-55","0501","0055","(501-55)","월세","28.4900","202501","24","500","30","2","2011","금샘로18번길 79-19","202501~202601","신규","-","","","연립다세대"
"9126","부산광역시 남구 대연동","635-10","0635","0010","싱싱하우스","월세","18.5600","202501","24","500","38","4","2008","유엔로157번가길 68","202501~202601","신규","-","","","연립다세대"
"9127","부산광역시 남구 용호동","78-17","0078","0017","용진빌라","전세","42.1100","202501","24","8,000","0","4","1996","용호로124번길 20","202502~202702","신규","-","","","연립다세대"
"9128","부산광역시 금정구 장전동","265-10","0265","0010","네버랜드201","월세","14.2700","202501","24","4,000","14","3","2016","부산대학로64번안길 12","202502~202702","신규","-","","","연립다세대"
"9129","부산광역시 연제구 연산동","635-2","0635","0002","드림텔","월세","90.4200","202501","24","10,000","40","9","2003","쌍미천로 143","202502~202702","신규","-","","","연립다세대"
"9130","부산광역시 금정구 장전동","265-10","0265","0010","네버랜드201","월세","14.2700","202501","24","4,000","14","3","2016","부산대학로64번안길 12","202502~202702","신규","-","","","연립다세대"
"9131","부산광역시 남구 대연동","1747-7","1747","0007","중앙팰리스","월세","17.0950","202501","24","5,000","5","3","2012","유엔평화로4번길 15","202503~202702","신규","-","","","연립다세대"
"9132","부산광역시 남구 대연동","286-19","0286","0019","보금자리2","전세","12.0500","202501","24","5,000","0","2","2011","못골번영로40번길 50","202502~202702","신규","-","","","연립다세대"
"9133","부산광역시 부산진구 범천동","869-34","0869","0034","누리그린파크","월세","18.2900","202501","24","300","43","2","2013","중앙대로621번길 14-11","202501~202601","신규","-","","","연립다세대"
"9134","부산광역시 북구 덕천동","322-1","0322","0001","탑스빌","월세","14.0000","202501","24","2,000","14","4","2013","만덕대로39번길 58","202502~202602","신규","-","","","연립다세대"
"9135","부산광역시 북구 덕천동","427-8","0427","0008","리버스빌","월세","20.0850","202501","24","200","27","5","2011","의성로121번길 70","202501~202601","신규","-","","","연립다세대"
"9136","부산광역시 남구 대연동","561-5","0561","0005","영빌리지","월세","14.8200","202501","24","4,000","5","2","2002","조각공원로 47-1","202501~202601","신규","-","","","연립다세대"
"9137","부산광역시 동래구 사직동","157-5","0157","0005","이한팔라티움","전세","29.7660","202501","24","10,500","0","4","2018","여고로113번길 13-5","202502~202702","신규","-","","","연립다세대"
"9138","부산광역시 동래구 사직동","157-5","0157","0005","이한팔라티움","전세","29.7660","202501","24","12,000","0","4","2018","여고로113번길 13-5","202502~202702","신규","-","","","연립다세대"
"9139","부산광역시 동래구 사직동","157-5","0157","0005","이한팔라티움","전세","29.7660","202501","24","12,000","0","4","2018","여고로113번길 13-5","202502~202702","신규","-","","","연립다세대"
"9140","부산광역시 중구 부평동4가","25-21","0025","0021","아이린","월세","16.7000","202501","24","300","37","2","2014","흑교로17번길 17","202501~202510","신규","-","","","연립다세대"
"9141","부산광역시 사하구 하단동","500-63","0500","0063","신진아트룸","월세","35.8200","202501","24","2,000","30","5","2003","낙동대로535번길 45-6","202501~202701","신규","-","","","연립다세대"
"9142","부산광역시 연제구 연산동","710-12","0710","0012","연산블리체","월세","19.5200","202501","24","300","33","2","2012","월드컵대로99번길 14","202501~202601","신규","-","","","연립다세대"
"9143","부산광역시 부산진구 개금동","177-212","0177","0212","디아너스","월세","18.1800","202501","24","2,000","27","5","2013","복지로21번길 21","202501~202601","신규","-","","","연립다세대"
"9144","부산광역시 연제구 연산동","1503-12","1503","0012","지평팰리스","월세","26.2100","202501","24","1,000","45","5","2012","신촌로23번길 40-15","202501~202601","신규","-","","","연립다세대"
"9145","부산광역시 남구 대연동","870-17","0870","0017","골든파크","월세","12.8100","202501","24","300","35","5","2011","유엔평화로41번길 56","202501~202601","신규","-","","","연립다세대"
"9146","부산광역시 금정구 장전동","385-1","0385","0001","네버랜드306-A동","월세","15.5400","202501","24","3,000","31","3","2017","부산대학로64번길 94-8","202501~202701","신규","-","","","연립다세대"
"9147","부산광역시 동래구 온천동","1454-9","1454","0009","리치빌","월세","17.0100","202501","24","2,000","16","5","2011","미남로116번길 107","202501~202601","신규","-","","","연립다세대"
"9148","부산광역시 동래구 온천동","1445-13","1445","0013","패미리빌","월세","78.6600","202501","24","6,000","25","4","2002","충렬대로100번길 27","202502~202702","신규","-","","","연립다세대"
"9149","부산광역시 연제구 연산동","1293-8","1293","0008","전원화이트빌","전세","52.8200","202501","24","10,000","0","6","2001","거제천로136번길 31","202502~202702","신규","-","","","연립다세대"
"9150","부산광역시 해운대구 재송동","1094-23","1094","0023","센텀킹","월세","15.8700","202501","24","300","32","3","2013","재송1로20번길 56","202501~202601","신규","-","","","연립다세대"
"9151","부산광역시 금정구 장전동","130-13","0130","0013","동림리더스홈","월세","19.6800","202501","24","500","28","4","2012","수림로75번길 35","202502~202602","신규","-","","","연립다세대"
"9152","부산광역시 남구 대연동","39-5","0039","0005","우연","월세","19.4960","202501","24","500","40","5","2013","용소로7번길 53-7","202501~202601","신규","-","","","연립다세대"
"9153","부산광역시 부산진구 양정동","321-7","0321","0007","수목하우스B동","월세","17.4300","202501","24","1,000","36","10","2017","동평로397번길 7","202502~202601","신규","-","","","연립다세대"
"9154","부산광역시 부산진구 양정동","248-8","0248","0008","명성토마토","월세","16.7700","202501","24","500","32","3","2012","중앙대로989번길 52","202501~202601","신규","-","","","연립다세대"
"9155","부산광역시 금정구 장전동","33-4","0033","0004","글로리","월세","17.9529","202501","24","500","38","3","2015","수림로93번길 55","202502~202602","신규","-","","","연립다세대"
"9156","부산광역시 동구 좌천동","845-30","0845","0030","현주드림빌라","전세","57.9200","202501","24","10,000","0","2","2002","좌천로 31","202502~202702","신규","-","","","연립다세대"
"9157","부산광역시 금정구 장전동","33-4","0033","0004","글로리","월세","15.5296","202501","24","500","31","2","2015","수림로93번길 55","202501~202601","신규","-","","","연립다세대"
"9158","부산광역시 금정구 장전동","33-4","0033","0004","글로리","월세","15.5296","202501","24","500","32","4","2015","수림로93번길 55","202502~202602","신규","-","","","연립다세대"
"9159","부산광역시 금정구 장전동","109-8","0109","0008","부광빌라","전세","68.3900","202501","24","11,000","0","4","1993","수림로50번길 32","202502~202702","신규","-","","","연립다세대"
"9160","부산광역시 부산진구 부전동","410-1","0410","0001","화이트빌","월세","18.5600","202501","24","500","45","4","2012","가야대로755번길 67-5","202501~202601","신규","-","","","연립다세대"
"9161","부산광역시 금정구 장전동","385-53","0385","0053","에뜨와르","월세","16.6800","202501","24","500","30","5","2011","금강로 297","202501~202601","신규","-","","","연립다세대"
"9162","부산광역시 금정구 장전동","109-8","0109","0008","부광빌라","전세","68.3900","202501","24","11,000","0","4","1993","수림로50번길 32","202502~202702","신규","-","","","연립다세대"
"9163","부산광역시 서구 서대신동3가","293-2","0293","0002","라온에코그린","월세","32.3600","202501","24","5,000","31","6","2013","구덕로339번길 11","202501~202601","신규","-","","","연립다세대"
"9164","부산광역시 사하구 신평동","146-27","0146","0027","더베스트뷰","월세","20.3098","202501","24","500","45","3","2024","다대로130번안길 1","202501~202601","신규","-","","","연립다세대"
"9165","부산광역시 금정구 장전동","137-8","0137","0008","르네상스","월세","15.5000","202501","24","300","30","4","2002","수림로91번길 42","202501~202601","신규","-","","","연립다세대"
"9166","부산광역시 남구 대연동","31-11","0031","0011","에이알씨원룸","월세","16.7400","202501","24","200","31","3","2001","용소로13번길 100","202501~202601","신규","-","","","연립다세대"
"9167","부산광역시 사하구 하단동","500-49","0500","0049","에덴밸리","월세","15.5100","202501","24","2,000","33","7","2020","낙동대로519번길 46-4","202501~202601","신규","-","","","연립다세대"
"9168","부산광역시 서구 동대신동1가","153-19","0153","0019","스마트빌","월세","14.2700","202501","24","300","30","2","2012","구덕로280번길 11","202501~202601","신규","-","","","연립다세대"
"9169","부산광역시 금정구 장전동","619-5","0619","0005","유림빌라","전세","79.8900","202501","24","10,000","0","3","2001","식물원로40번길 9","202503~202703","신규","-","","","연립다세대"
"9170","부산광역시 북구 구포동","915-28","0915","0028","하승메르디앙","월세","23.4700","202501","24","1,000","40","8","2019","백양대로1016번가길 33","202502~202602","신규","-","","","연립다세대"
"9171","부산광역시 남구 문현동","59-5","0059","0005","삼우빌라(59-5)","월세","59.2000","202501","24","2,000","40","2","2003","진남로210번길 7","202502~202701","신규","-","","","연립다세대"
"9172","부산광역시 수영구 광안동","88-4","0088","0004","월드빌","월세","14.7150","202501","24","300","30","4","2010","수영로680번길 22","202501~202601","신규","-","","","연립다세대"
"9173","부산광역시 수영구 광안동","498-13","0498","0013","동성","월세","55.2700","202501","24","1,000","60","1","1978","광일로20번길 27","202501~202701","신규","-","","","연립다세대"
"9174","부산광역시 수영구 광안동","120-147","0120","0147","화이트하우스2","월세","24.2800","202501","24","2,000","35","5","2015","무학로10번길 22","202501~202601","신규","-","","","연립다세대"
"9175","부산광역시 수영구 광안동","147-4","0147","0004","초콜릿2","전세","29.1600","202501","24","8,820","0","3","2010","수영로588번길 51","202502~202702","신규","-","","","연립다세대"
"9176","부산광역시 사상구 괘법동","525-64","0525","0064","대동레미안1","월세","25.2200","202501","24","2,000","26","2","2014","사상로223번길 28-3","202501~202601","신규","-","","","연립다세대"
"9177","부산광역시 수영구 광안동","103-16","0103","0016","명성콜렉트1","전세","19.2076","202501","24","10,000","0","3","2017","수영로646번길 31","202503~202703","신규","-","","","연립다세대"
"9178","부산광역시 수영구 광안동","379-51","0379","0051","광안드림빌","월세","30.4000","202501","24","4,000","48","4","2011","수영로545번가길 14-18","202502~202602","신규","-","","","연립다세대"
"9179","부산광역시 수영구 광안동","1069-20","1069","0020","도담Hi-View","월세","19.3300","202501","24","1,000","47","2","2017","망미번영로24번길 89-4","202501~202601","신규","-","","","연립다세대"
"9180","부산광역시 수영구 광안동","137-28","0137","0028","스타뷰타워21","전세","17.8800","202501","24","14,000","0","4","2021","수영로606번길 54","202503~202703","신규","-","","","연립다세대"
"9181","부산광역시 수영구 남천동","28-28","0028","0028","금양시티","월세","19.0700","202501","23","500","46","4","2011","수영로 452-13","202501~202601","신규","-","","","연립다세대"
"9182","부산광역시 사상구 괘법동","379-21","0379","0021","정원빌","월세","29.5700","202501","23","300","51","4","2022","사상로250번길 72","202501~202601","신규","-","","","연립다세대"
"9183","부산광역시 수영구 광안동","120-22","0120","0022","화이트하우스7차","월세","15.1100","202501","23","1,000","31","2","2017","무학로 26-6","202502~202602","신규","-","","","연립다세대"
"9184","부산광역시 수영구 광안동","128-33","0128","0033","삼화빌라","월세","50.0900","202501","23","6,000","40","2","2003","무학로52번길 16","202502~202702","신규","-","","","연립다세대"
"9185","부산광역시 수영구 광안동","189-20","0189","0020","광산","월세","53.1900","202501","23","9,500","20","2","1979","남천바다로21번길 5","202502~202702","신규","-","","","연립다세대"
"9186","부산광역시 수영구 광안동","1060-17","1060","0017","스타뷰타워22","전세","22.9947","202501","23","13,000","0","9","2022","망미번영로38번길 71","202503~202703","신규","-","","","연립다세대"
"9187","부산광역시 수영구 광안동","536-31","0536","0031","지온팰리스","월세","28.3626","202501","23","1,000","64","3","2018","광일로29번가길 19-8","202502~202602","신규","-","","","연립다세대"
"9188","부산광역시 수영구 광안동","1063-10","1063","0010","해왕장미빌리지","월세","22.6600","202501","23","500","25","4","1994","망미번영로24번길 66-1","202501~202601","신규","-","","","연립다세대"
"9189","부산광역시 수영구 광안동","688-11","0688","0011","센텀라온빌","월세","13.6200","202501","23","500","35","3","2016","광서로16번길 13","202501~202601","신규","-","","","연립다세대"
"9190","부산광역시 수영구 광안동","189-20","0189","0020","광산","월세","53.1900","202501","23","9,500","20","2","1979","남천바다로21번길 5","202502~202702","신규","-","","","연립다세대"
"9191","부산광역시 수영구 광안동","115-14","0115","0014","한솔리치빌","월세","21.4000","202501","23","1,000","29","2","2011","수영로642번길 24","202501~202601","신규","-","","","연립다세대"
"9192","부산광역시 사상구 주례동","166","0166","0000","힐링하우스","월세","29.6500","202501","23","6,500","26","5","2022","가야대로344번길 45","202502~202702","신규","-","","","연립다세대"
"9193","부산광역시 사상구 주례동","54","0054","0000","대한빌라텔","월세","59.3000","202501","23","5,000","40","8","2016","가야대로388번길 10","202503~202703","신규","-","","","연립다세대"
"9194","부산광역시 사상구 주례동","54-64","0054","0064","금강그린빌","월세","16.6700","202501","23","500","25","4","2011","주례로9번길 50","202501~202601","신규","-","","","연립다세대"
"9195","부산광역시 사하구 다대동","1551-4","1551","0004","씨캐슬(1551-4)","월세","83.7000","202501","23","2,000","45","3","2002","다대로 600","202502~202702","신규","-","","","연립다세대"
"9196","부산광역시 연제구 연산동","1293-20","1293","0020","금광빌","월세","21.3400","202501","23","1,900","35","4","2012","중앙대로1075번길 47","202501~202601","신규","-","","","연립다세대"
"9197","부산광역시 중구 영주동","74-13","0074","0013","소호레지던스","월세","19.0900","202501","23","200","29","4","2013","동영로 99","202501~202701","신규","-","","","연립다세대"
"9198","부산광역시 연제구 연산동","1262-7","1262","0007","유림빌리지","월세","24.2700","202501","23","300","32","5","2011","중앙천로76번길 17","202501~202601","신규","-","","","연립다세대"
"9199","부산광역시 금정구 장전동","33-4","0033","0004","글로리","월세","16.8189","202501","23","1,000","39","5","2015","수림로93번길 55","202502~202602","신규","-","","","연립다세대"
"9200","부산광역시 금정구 장전동","33-4","0033","0004","글로리","월세","15.5296","202501","23","500","32","5","2015","수림로93번길 55","202502~202602","신규","-","","","연립다세대"
"9201","부산광역시 금정구 장전동","134-4","0134","0004","OliveZone","월세","17.3500","202501","23","5,300","17","4","2013","수림로75번길 28","202501~202701","신규","-","","","연립다세대"
"9202","부산광역시 금정구 장전동","134-4","0134","0004","OliveZone","월세","17.3500","202501","23","5,333","17","4","2013","수림로75번길 28","202501~202701","신규","-","","","연립다세대"
"9203","부산광역시 서구 동대신동1가","339-1","0339","0001","오크빌","월세","25.7300","202501","23","300","38","5","2011","대영로86번길 66-7","202501~202601","신규","-","","","연립다세대"
"9204","부산광역시 해운대구 반송동","250-90","0250","0090","한진빌라(250-90)","월세","38.4600","202501","23","500","25","2","1996","아랫반송로40번길 36","202501~202601","신규","-","","","연립다세대"
"9205","부산광역시 남구 대연동","874-23","0874","0023","플러스빌Ⅳ","월세","18.8800","202501","23","200","45","3","2011","유엔로157번가길 46","202501~202601","신규","-","","","연립다세대"
"9206","부산광역시 남구 대연동","392-11","0392","0011","썬샤인7","월세","14.3500","202501","23","6,000","15","3","2016","용소로28번길 29","202501~202701","신규","-","","","연립다세대"
"9207","부산광역시 남구 대연동","635-31","0635","0031","아이린","월세","21.5000","202501","23","500","32","3","2009","유엔평화로29번길 99","202501~202601","신규","-","","","연립다세대"
"9208","부산광역시 남구 대연동","335-9","0335","0009","하모니","월세","12.4300","202501","23","500","25","5","2011","수영로250번길 11-13","202501~202601","신규","-","","","연립다세대"
"9209","부산광역시 남구 대연동","335-9","0335","0009","하모니","월세","12.4300","202501","23","500","28","5","2011","수영로250번길 11-13","202501~202601","신규","-","","","연립다세대"
"9210","부산광역시 부산진구 양정동","313-5","0313","0005","골든팰리스","월세","17.6013","202501","23","1,000","38","5","2018","동평로397번길 28","202502~202602","신규","-","","","연립다세대"
"9211","부산광역시 부산진구 가야동","211-3","0211","0003","솔빛하우스옴","월세","26.6600","202501","23","300","30","2","2012","가야대로556번길 23","202501~202601","신규","-","","","연립다세대"
"9212","부산광역시 부산진구 가야동","211-1","0211","0001","솔빛하우스A","월세","16.2800","202501","23","300","19","2","2011","가야대로568번길 32","202501~202507","신규","-","","","연립다세대"
"9213","부산광역시 부산진구 양정동","260-11","0260","0011","비룡벨로스텔라오키","월세","26.3200","202501","23","9,000","20","8","2017","거제천로 36","202502~202702","신규","-","","","연립다세대"
"9214","부산광역시 사하구 하단동","618-50","0618","0050","하얀빌","월세","24.5500","202501","23","500","31","3","2012","낙동대로457번안길 6","202502~202601","신규","-","","","연립다세대"
"9215","부산광역시 사하구 괴정동","260-45","0260","0045","종근빌라","전세","49.0500","202501","23","8,000","0","4","1999","승학로224번길 109-1","202503~202703","신규","-","","","연립다세대"
"9216","부산광역시 사하구 괴정동","260-501","0260","0501","모닝하우스","월세","52.4050","202501","23","2,000","44","4","2018","승학로281번길 20","202501~202701","신규","-","","","연립다세대"
"9217","부산광역시 해운대구 우동","497-2","0497","0002","블루마린","월세","19.2900","202501","23","500","43","2","2011","우동1로 17","202501~202601","신규","-","","","연립다세대"
"9218","부산광역시 동구 초량동","1056-1","1056","0001","그린빌","월세","14.8800","202501","23","500","30","4","2011","초량중로 31","202502~202602","신규","-","","","연립다세대"
"9219","부산광역시 북구 구포동","1208-18","1208","0018","백두카이저","월세","29.0600","202501","23","200","35","3","2012","시랑로21번길 27","202501~202601","신규","-","","","연립다세대"
