"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1496","부산광역시 해운대구 좌동","1459-2","1459","0002","파밀리에 펄시티","26.3700","202503","28","5,700","8","개인","개인","2014","해운대로 789","-","직거래","-"
"1497","부산광역시 수영구 남천동","8-16","0008","0016","남천센텀 스카이뷰","56.4000","202503","28","20,000","7","법인","개인","2015","광남로22번길 3","-","중개거래","부산 수영구"
"1498","부산광역시 동구 범일동","830-140","0830","0140","동일타워","28.9800","202503","28","7,200","21","개인","법인","2014","조방로 14","-","중개거래","부산 동구"
"1499","부산광역시 해운대구 중동","1757","1757","0000","하모니타워마브러스","36.5555","202503","28","21,800","18","개인","개인","2018","해운대로 723","-","중개거래","부산 해운대구"
"1500","부산광역시 해운대구 우동","777","0777","0000","해운대 한신 휴플러스","26.8625","202503","28","9,400","38","개인","개인","2014","해운대로 550","-","중개거래","서울 강남구"
"1501","부산광역시 기장군 정관읍 매학리","717-9","0717","0009","골든스카이 오피스텔","29.8700","202503","28","4,000","13","개인","개인","2015","정관중앙로 55","-","중개거래","부산 기장군"
"1502","부산광역시 해운대구 중동","1757","1757","0000","하모니타워마브러스","81.5200","202503","27","42,000","7","개인","개인","2018","해운대로 723","-","직거래","-"
"1503","부산광역시 해운대구 좌동","1476-1","1476","0001","해운대 베르나움","39.2940","202503","27","13,400","18","개인","개인","2014"," ","-","중개거래","부산 해운대구"
"1504","부산광역시 영도구 남항동1가","1","0001","0000","정림위더스하임","75.5323","202503","27","32,617","20","개인","기타","2018","남항서로 123","-","직거래","-"
"1505","부산광역시 남구 용호동","958","0958","0000","빌리브센트로","84.9085","202503","27","44,000","17","개인","개인","2022","분포로 61","-","중개거래","부산 남구"
"1506","부산광역시 영도구 남항동1가","1","0001","0000","정림위더스하임","80.8358","202503","27","33,832","20","개인","기타","2018","남항서로 123","-","직거래","-"
"1507","부산광역시 금정구 구서동","420-35","0420","0035","구서동 삼백크라시앙","49.1100","202503","27","11,600","20","법인","개인","2004","중앙대로1805번길 6","-","직거래","-"
"1508","부산광역시 강서구 명지동","3229-26","3229","0026","명지 삼정그린코아 웨스트","23.6182","202503","27","5,850","18","개인","개인","2015","명지오션시티9로 50","-","중개거래","부산 강서구"
"1509","부산광역시 부산진구 개금동","523-75","0523","0075","동양캐슬","26.3800","202503","27","5,000","5","개인","개인","2013","복지로 25","-","직거래","-"
"1510","부산광역시 동구 범일동","830-140","0830","0140","동일타워","29.6400","202503","27","7,200","26","개인","개인","2014","조방로 14","-","중개거래","부산 동구"
"1511","부산광역시 수영구 광안동","98-1","0098","0001","수영역 삼정그린코아 더시티","22.6480","202503","26","12,000","10","법인","개인","2020","수영로666번길 6","-","중개거래","부산 수영구"
"1512","부산광역시 해운대구 좌동","1476-1","1476","0001","해운대 베르나움","28.3050","202503","26","6,200","9","개인","개인","2014"," ","-","중개거래","부산 해운대구"
"1513","부산광역시 해운대구 우동","1566","1566","0000","해운대역 푸르지오 더원","84.9950","202503","26","58,830","8","법인","개인","2024","구남로11번길 30","-","직거래","-"
"1514","부산광역시 사하구 당리동","310-28","0310","0028","그린빌","23.1000","202503","26","3,000","2","개인","개인","2003","승학로31번길 2","-","중개거래","부산 사하구"
"1515","부산광역시 기장군 정관읍 매학리","718-1","0718","0001","우성스마트시티","27.1612","202503","26","4,000","4","개인","법인","2012","정관6로 3","-","중개거래","부산 기장군"
"1516","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202503","25","31,000","20","개인","개인","2020","선수촌로 146-4","-","중개거래","부산 해운대구"
"1517","부산광역시 수영구 광안동","537-6","0537","0006","햇살가득한집 Ⅲ","74.6100","202503","25","21,000","7","개인","개인","2015","장대골로52번길 13","-","중개거래","부산 수영구"
"1518","부산광역시 부산진구 양정동","217","0217","0000","시청센트빌","27.7100","202503","25","4,500","6","개인","개인","2004","중앙대로 981","-","중개거래","부산 부산진구"
"1519","부산광역시 수영구 민락동","135","0135","0000","서희스타힐스 센텀프리모","42.7900","202503","25","16,000","13","개인","개인","2014","광안해변로 311","20250328","직거래","-"
"1520","부산광역시 수영구 민락동","135","0135","0000","서희스타힐스 센텀프리모","42.7900","202503","25","16,000","13","개인","개인","2014","광안해변로 311","-","직거래","-"
"1521","부산광역시 금정구 장전동","652-28","0652","0028","장전동 현대성우오스타 오피스텔","27.3000","202503","25","7,500","3","개인","개인","2012","온천장로 137","-","중개거래","부산 금정구"
"1522","부산광역시 해운대구 좌동","1475-2","1475","0002","투모로우 오피스텔","29.8060","202503","25","7,000","18","개인","개인","2017"," ","-","직거래","-"
"1523","부산광역시 수영구 광안동","537-6","0537","0006","햇살가득한집 Ⅲ","74.6100","202503","25","21,000","7","개인","개인","2015","장대골로52번길 13","20250419","중개거래","부산 수영구"
"1524","부산광역시 남구 대연동","55-1","0055","0001","21 센츄리시티 오피스텔","33.1400","202503","25","9,250","16","개인","개인","1993","수영로 312","-","중개거래","부산 남구"
"1525","부산광역시 부산진구 전포동","686-1","0686","0001","더블루2","27.0260","202503","24","7,500","3","개인","개인","2013","서전로38번길 65","20250403","중개거래","부산 부산진구"
"1526","부산광역시 서구 남부민동","654","0654","0000","LG마린타워","71.9280","202503","24","7,000","3","법인","개인","1999","충무대로 181","-","직거래","-"
"1527","부산광역시 수영구 광안동","165-8","0165","0008","석천유토피아","25.4300","202503","24","6,300","14","개인","개인","2013","수영로 546","-","직거래","-"
"1528","부산광역시 기장군 정관읍 매학리","717-9","0717","0009","골든스카이 오피스텔","27.0000","202503","24","4,300","3","개인","개인","2015","정관중앙로 55","-","중개거래","부산 기장군"
"1529","부산광역시 사상구 주례동","91-24","0091","0024","주례동업무시설","21.3000","202503","24","2,500","4","개인","개인","2003","가야대로318번길 78-17","20250416","중개거래","부산 사상구"
"1530","부산광역시 서구 아미동2가","27-1","0027","0001","두영오피스텔","32.3300","202503","24","7,700","2","개인","개인","2006","구덕로193번길 49","-","중개거래","부산 서구"
"1531","부산광역시 부산진구 전포동","686-1","0686","0001","더블루2","27.0260","202503","24","7,500","3","개인","개인","2013","서전로38번길 65","20250403","중개거래","부산 부산진구"
"1532","부산광역시 수영구 광안동","153-11","0153","0011","광안 수목 하우스","19.1100","202503","23","7,450","5","개인","개인","2017","광안로45번길 26","-","중개거래","부산 연제구"
"1533","부산광역시 연제구 연산동","1361-7","1361","0007","부산 더샵 시티애비뉴","23.2300","202503","23","8,000","24","개인","개인","2015"," ","-","중개거래","부산 연제구"
"1534","부산광역시 수영구 광안동","153-11","0153","0011","광안 수목 하우스","15.5900","202503","23","5,800","5","개인","개인","2017","광안로45번길 26","-","중개거래","부산 연제구"
"1535","부산광역시 수영구 광안동","153-11","0153","0011","광안 수목 하우스","19.1100","202503","23","7,450","4","개인","개인","2017","광안로45번길 26","-","중개거래","부산 연제구"
"1536","부산광역시 수영구 광안동","153-11","0153","0011","광안 수목 하우스","15.5900","202503","23","5,800","4","개인","개인","2017","광안로45번길 26","-","중개거래","부산 연제구"
"1537","부산광역시 동래구 온천동","1850","1850","0000","동래 3차 SK VIEW","80.9550","202503","22","30,000","27","개인","법인","2021","온천장로65번길 9","-","중개거래","부산 동래구"
"1538","부산광역시 해운대구 좌동","1476-1","1476","0001","해운대 베르나움","28.3050","202503","22","6,900","18","개인","개인","2014"," ","-","중개거래","부산 해운대구"
"1539","부산광역시 해운대구 반여동","1685","1685","0000","센텀우성스마트시티뷰","84.9167","202503","22","32,000","4","개인","법인","2020","선수촌로 146-4","-","중개거래","부산 해운대구"
"1540","부산광역시 부산진구 부전동","394-16","0394","0016","경동파크타워","25.2800","202503","22","8,350","19","개인","개인","2014","새싹로 30","-","중개거래","부산 부산진구"
"1541","부산광역시 해운대구 우동","1544","1544","0000","해운대 동백 두산위브더제니스","49.5800","202503","22","29,500","8","개인","개인","2019","해운대로 540","-","중개거래","부산 해운대구"
"1542","부산광역시 동구 초량동","1161-1","1161","0001","지원더뷰오션1차","71.1395","202503","22","25,000","15","개인","개인","2018"," ","-","중개거래","부산 동구"
"1543","부산광역시 연제구 연산동","588-14","0588","0014","큐브아이 오피스텔","20.2260","202503","22","4,300","13","개인","개인","2015","거제천로230번길 71","-","중개거래","부산 연제구"
"1544","부산광역시 연제구 연산동","1495-19","1495","0019","쉐르텔","15.8400","202503","21","3,400","4","개인","개인","2002","월드컵대로153번길 94","-","중개거래","부산 부산진구"
"1545","부산광역시 해운대구 좌동","1459-4","1459","0004","신화 하니엘 타워","24.2680","202503","21","3,364","8","개인","법인","2013","해운대로781번길 16","-","직거래","-"
"1546","부산광역시 남구 문현동","640-1","0640","0001","대동레미안 센트럴시티3","26.1300","202503","21","10,354","4","법인","개인","2018","전포대로 64","-","직거래","-"
"1547","부산광역시 사상구 주례동","886-1","0886","0001","(886-1)","23.0200","202503","21","2,000","7","개인","법인","1997","백양대로 493","-","중개거래","부산 사상구"
"1548","부산광역시 연제구 연산동","1495-19","1495","0019","쉐르텔","15.8400","202503","21","3,400","4","개인","개인","2002","월드컵대로153번길 94","20250331","중개거래","부산 부산진구"
"1549","부산광역시 동구 수정동","463-57","0463","0057","수정 하늘꽃","79.9100","202503","21","19,000","9","개인","개인","2016","진성로71번길 28","-","중개거래","부산 동구"
"1550","부산광역시 부산진구 범천동","857-2","0857","0002","서면동일스위트원룸오피스텔","30.7500","202503","21","7,000","11","개인","개인","2004","중앙대로 626","-","중개거래","부산 부산진구"
"1551","부산광역시 남구 문현동","640-1","0640","0001","대동레미안 센트럴시티3","26.1300","202503","21","10,354","5","법인","개인","2018","전포대로 64","-","직거래","-"
"1552","부산광역시 남구 문현동","640-1","0640","0001","대동레미안 센트럴시티3","26.1300","202503","21","10,354","6","법인","개인","2018","전포대로 64","-","직거래","-"
"1553","부산광역시 부산진구 부전동","534-2","0534","0002","서면 데시앙 스튜디오","27.4939","202503","21","18,000","25","개인","개인","2022","서면로 10","-","직거래","-"
"1554","부산광역시 수영구 수영동","445-21","0445","0021","수영 엔스타 오피스텔","23.6500","202503","21","5,400","7","개인","개인","2012","수영로 691-8","-","중개거래","부산 남구"
"1555","부산광역시 동구 범일동","830-140","0830","0140","동일타워","29.6400","202503","20","7,300","21","개인","개인","2014","조방로 14","-","중개거래","부산 남구, 부산 동구"
"1556","부산광역시 동구 범일동","830-140","0830","0140","동일타워","33.5700","202503","20","8,900","18","법인","개인","2014","조방로 14","-","중개거래","부산 동구"
"1557","부산광역시 부산진구 전포동","312-31","0312","0031","스윗팰리스","66.7800","202503","20","23,000","10","개인","개인","2018","전포대로 204","-","중개거래","부산 부산진구"
"1558","부산광역시 금정구 구서동","184-36","0184","0036","보성오페라","47.6000","202503","20","13,800","13","개인","개인","2018","중앙대로 1913","-","중개거래","부산 금정구"
"1559","부산광역시 연제구 연산동","587-1","0587","0001","연산동웰메이드오피스텔","21.7379","202503","20","6,200","23","개인","개인","2017","중앙대로1134번길 28","-","중개거래","부산 연제구"
"1560","부산광역시 해운대구 우동","1484","1484","0000","포레나 센텀시티","122.9150","202503","20","85,000","12","개인","개인","2009","센텀동로 26","-","직거래","-"
"1561","부산광역시 부산진구 양정동","217","0217","0000","시청센트빌","24.2100","202503","20","4,200","14","개인","개인","2004","중앙대로 981","-","중개거래","부산 금정구"
"1562","부산광역시 해운대구 중동","1270-1","1270","0001","해운대 오션프라임","29.0600","202503","20","16,000","12","개인","개인","2021","해운대해변로 353","-","중개거래","부산 해운대구"
"1563","부산광역시 부산진구 양정동","150-3","0150","0003","시청역 롯데골드로즈","42.3700","202503","19","12,800","23","개인","개인","2006","중앙대로 993","-","중개거래","부산 부산진구"
"1564","부산광역시 수영구 광안동","377-18","0377","0018","성우센텀스카이뷰 에이","32.4700","202503","19","8,400","11","개인","개인","2014","수영로 533","-","중개거래","부산 수영구"
"1565","부산광역시 기장군 정관읍 매학리","718-1","0718","0001","우성스마트시티","27.1612","202503","19","4,000","7","개인","개인","2012","정관6로 3","-","중개거래","부산 기장군"
"1566","부산광역시 동래구 온천동","1850","1850","0000","동래 3차 SK VIEW","28.3780","202503","19","12,400","12","개인","개인","2021","온천장로65번길 9","-","중개거래","부산 동래구"
"1567","부산광역시 동구 수정동","389-20","0389","0020","북항에코하임센트럴뷰","59.5040","202503","19","29,427","2","개인","법인","2023","초량상로 138","-","직거래","-"
"1568","부산광역시 해운대구 좌동","1477-1","1477","0001","더퍼스트","23.4000","202503","19","4,600","7","개인","개인","2013","양운로42번길 11","-","중개거래","부산 해운대구"
"1569","부산광역시 해운대구 좌동","1460-2","1460","0002","해운대 쌍용 플래티넘트윈","51.4900","202503","19","12,700","21","개인","개인","2005","양운로 88","-","직거래","-"
"1570","부산광역시 동래구 온천동","1249-3","1249","0003","메종나인","59.9951","202503","18","29,900","16","개인","개인","2024","아시아드대로 229","-","중개거래","부산 부산진구"
"1571","부산광역시 해운대구 우동","1436-1","1436","0001","더#해운대아델리스","169.9800","202503","18","210,000","36","개인","개인","2006","마린시티3로 51","-","중개거래","부산 해운대구"
"1572","부산광역시 동래구 수안동","11-24","0011","0024","새한센시빌","24.2000","202503","18","5,900","6","개인","개인","2004","명륜로 33","-","중개거래","부산 동래구"
"1573","부산광역시 사상구 주례동","72-5","0072","0005","(72-5)","14.7900","202503","18","4,700","3","개인","법인","2019","가야대로360번길 24-5","-","직거래","-"
"1574","부산광역시 남구 용호동","533-17","0533","0017","정상 네이처빌","59.1370","202503","18","15,800","6","법인","개인","2016","동명로132번길 143","-","중개거래","부산 남구"
"1575","부산광역시 사하구 하단동","618-11","0618","0011","하단드리움","17.3700","202503","18","5,600","5","개인","개인","2021","낙동대로457번길 17","-","중개거래","부산 사하구"
"1576","부산광역시 부산진구 범천동","858-23","0858","0023","한라시그마타워","32.5780","202503","18","7,500","8","개인","법인","2004","황령대로 13","-","중개거래","부산 부산진구"
"1577","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.6870","202503","17","19,688","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1578","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","24.3990","202503","17","16,188","10","법인","법인","2025","중앙대로 841","-","직거래","-"
"1579","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","26.5960","202503","17","17,280","10","법인","법인","2025","중앙대로 841","-","직거래","-"
"1580","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","28.1260","202503","17","18,884","11","법인","법인","2025","중앙대로 841","-","직거래","-"
"1581","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","27.8330","202503","17","18,548","11","법인","법인","2025","중앙대로 841","-","직거래","-"
"1582","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.6870","202503","17","19,188","9","법인","법인","2025","중앙대로 841","-","직거래","-"
"1583","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","24.3990","202503","17","16,188","9","법인","법인","2025","중앙대로 841","-","직거래","-"
"1584","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.6870","202503","17","19,188","7","법인","법인","2025","중앙대로 841","-","직거래","-"
"1585","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.9710","202503","17","20,096","15","법인","법인","2025","중앙대로 841","-","직거래","-"
"1586","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","26.5960","202503","17","17,780","15","법인","법인","2025","중앙대로 841","-","직거래","-"
"1587","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","24.3990","202503","17","16,688","15","법인","법인","2025","중앙대로 841","-","직거래","-"
"1588","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.6870","202503","17","19,688","15","법인","법인","2025","중앙대로 841","-","직거래","-"
"1589","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.9710","202503","17","20,096","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1590","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","26.5960","202503","17","17,780","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1591","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","24.3990","202503","17","16,688","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1592","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.6870","202503","17","19,688","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1593","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.9850","202503","17","20,144","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1594","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.8250","202503","17","19,928","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1595","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","28.2530","202503","17","18,560","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1596","부산광역시 서구 부용동1가","69-7","0069","0007","남명더라우부용","63.3665","202503","17","24,000","8","법인","개인","2021","구덕로 234","-","직거래","-"
"1597","부산광역시 서구 부용동1가","69-7","0069","0007","남명더라우부용","63.3665","202503","17","23,000","5","법인","개인","2021","구덕로 234","-","직거래","-"
"1598","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.8250","202503","17","19,428","9","법인","법인","2025","중앙대로 841","-","직거래","-"
"1599","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","27.8330","202503","17","18,548","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1600","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","27.8330","202503","17","18,548","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1601","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","28.1260","202503","17","18,884","14","법인","법인","2025","중앙대로 841","-","직거래","-"
"1602","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","26.5960","202503","17","17,280","9","법인","법인","2025","중앙대로 841","-","직거래","-"
"1603","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.9710","202503","17","20,096","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1604","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","26.5960","202503","17","17,780","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1605","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","24.3990","202503","17","16,688","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1606","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.6870","202503","17","19,688","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1607","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.9850","202503","17","20,144","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1608","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.8250","202503","17","19,928","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1609","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","28.2530","202503","17","18,560","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1610","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","27.8330","202503","17","18,548","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1611","부산광역시 연제구 연산동","588-6","0588","0006","경보이리스힐 오피스텔","26.1000","202503","17","4,900","10","개인","개인","2013","중앙대로1134번길 34","-","중개거래","부산 연제구"
"1612","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","27.8330","202503","17","18,548","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1613","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","28.1260","202503","17","18,884","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1614","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.9710","202503","17","20,096","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1615","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","26.5960","202503","17","17,780","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1616","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","24.3990","202503","17","16,688","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1617","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.9850","202503","17","20,144","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1618","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.8250","202503","17","19,928","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1619","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","28.2530","202503","17","18,560","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1620","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","27.8330","202503","17","18,548","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1621","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","27.8330","202503","17","18,548","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1622","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","28.1260","202503","17","18,884","12","법인","법인","2025","중앙대로 841","-","직거래","-"
"1623","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","26.5960","202503","17","17,780","11","법인","법인","2025","중앙대로 841","-","직거래","-"
"1624","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","24.3990","202503","17","16,688","11","법인","법인","2025","중앙대로 841","-","직거래","-"
"1625","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.6870","202503","17","19,688","11","법인","법인","2025","중앙대로 841","-","직거래","-"
"1626","부산광역시 해운대구 송정동","199-3","0199","0003","에이스 스카이뷰","61.9700","202503","17","15,000","12","법인","개인","2019","송정중앙로21번길 19","-","중개거래","부산 기장군"
"1627","부산광역시 해운대구 송정동","199-3","0199","0003","에이스 스카이뷰","61.9700","202503","17","15,000","12","개인","개인","2019","송정중앙로21번길 19","20250321","중개거래","부산 기장군"
"1628","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.9850","202503","17","20,144","11","법인","법인","2025","중앙대로 841","-","직거래","-"
"1629","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","28.2530","202503","17","18,560","11","법인","법인","2025","중앙대로 841","-","직거래","-"
"1630","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","29.8840","202503","17","19,928","13","법인","법인","2025","중앙대로 841","-","직거래","-"
"1631","부산광역시 부산진구 범전동","381-12","0381","0012","더포레오피스텔","24.3990","202503","17","16,188","8","법인","법인","2025","중앙대로 841","-","직거래","-"
"1632","부산광역시 사하구 하단동","870-208","0870","0208","기효아트리움오피스텔","18.7200","202503","16","2,150","4","개인","개인","2002","낙동남로1361번길 6","-","직거래","-"
"1633","부산광역시 기장군 정관읍 매학리","749-3","0749","0003","정관 그리나 오피스텔","27.7900","202503","15","3,850","7","개인","개인","2012","정관로 607","-","중개거래","부산 기장군"
"1634","부산광역시 해운대구 중동","154","0154","0000","청마 마이우스(101동)","33.9900","202503","15","7,500","4","개인","개인","2002","대천로42번길 14","-","중개거래","부산 해운대구"
"1635","부산광역시 연제구 연산동","1361-7","1361","0007","부산 더샵 시티애비뉴","23.9700","202503","15","7,840","11","개인","개인","2015"," ","-","중개거래","부산 연제구"
"1636","부산광역시 수영구 수영동","445-4","0445","0004","해마루아파트","53.4600","202503","15","12,000","3","개인","개인","2015","수영로725번길 47","-","중개거래","부산 수영구"
"1637","부산광역시 수영구 민락동","177-1","0177","0001","파로스오피스텔","33.2960","202503","15","18,700","10","법인","개인","1991","광안해변로 263","-","중개거래","부산 수영구"
"1638","부산광역시 사상구 괘법동","521-1","0521","0001","사상센텀아파트","75.0600","202503","15","18,000","13","개인","개인","2017","광장로21번길 46","-","중개거래","부산 남구"
"1639","부산광역시 수영구 광안동","164-3","0164","0003","흑석스카이B동","21.6000","202503","14","9,602","2","개인","개인","2009","수영로554번길 11-1","-","중개거래","부산 부산진구"
"1640","부산광역시 수영구 광안동","164-3","0164","0003","흑석스카이B동","22.2000","202503","14","9,877","2","개인","개인","2009","수영로554번길 11-1","-","중개거래","부산 부산진구"
"1641","부산광역시 해운대구 우동","1523","1523","0000","WBC the PALACE","223.5300","202503","14","260,000","24","법인","개인","2011","센텀1로 28","-","중개거래","부산 해운대구"
"1642","부산광역시 기장군 정관읍 매학리","718-1","0718","0001","우성스마트시티","27.1612","202503","14","4,050","4","개인","개인","2012","정관6로 3","-","중개거래","부산 기장군"
"1643","부산광역시 부산진구 전포동","591-8","0591","0008","토포필리아센트럴","27.4500","202503","14","8,131","7","개인","개인","2016","동성로 136","-","직거래","-"
"1644","부산광역시 동래구 온천동","182-9","0182","0009","이안 동래센트럴시티","46.0176","202503","14","22,898","35","개인","법인","2023","온천장로65번길 10","-","직거래","-"
"1645","부산광역시 부산진구 전포동","591-8","0591","0008","토포필리아센트럴","27.4500","202503","14","7,998","8","개인","개인","2016","동성로 136","-","직거래","-"
"1646","부산광역시 수영구 광안동","164-3","0164","0003","흑석스카이B동","21.6000","202503","14","9,602","2","개인","개인","2009","수영로554번길 11-1","-","중개거래","부산 부산진구"
"1647","부산광역시 수영구 광안동","164-3","0164","0003","흑석스카이B동","22.2000","202503","14","9,877","2","개인","개인","2009","수영로554번길 11-1","-","중개거래","부산 부산진구"
"1648","부산광역시 수영구 광안동","164-3","0164","0003","흑석스카이B동","18.8800","202503","14","8,385","2","개인","개인","2009","수영로554번길 11-1","-","중개거래","부산 부산진구"
"1649","부산광역시 수영구 수영동","447-9","0447","0009","천양수영골드타워1동","34.9750","202503","14","5,900","6","개인","개인","2005","수영로725번길 56","-","중개거래","부산 수영구"
"1650","부산광역시 부산진구 전포동","591-8","0591","0008","토포필리아센트럴","49.6500","202503","14","13,599","7","개인","개인","2016","동성로 136","-","직거래","-"
"1651","부산광역시 부산진구 전포동","591-8","0591","0008","토포필리아센트럴","29.2800","202503","14","8,953","11","개인","개인","2016","동성로 136","-","직거래","-"
"1652","부산광역시 사하구 괴정동","882-6","0882","0006","예그린 숲","65.5000","202503","14","14,500","2","개인","개인","2015","사하로185번길 12","-","중개거래","부산 사하구"
"1653","부산광역시 부산진구 전포동","591-8","0591","0008","토포필리아센트럴","27.4500","202503","14","8,798","12","개인","개인","2016","동성로 136","-","직거래","-"
"1654","부산광역시 동구 초량동","1210-6","1210","0006","태영 노블리안","26.2200","202503","14","6,400","4","개인","개인","2003","중앙대로 169","-","중개거래","부산 동구"
"1655","부산광역시 동구 좌천동","1176","1176","0000","부산항 일동미라주 더오션(1지구)","83.8749","202503","14","27,500","22","개인","법인","2021"," ","-","중개거래","부산 동구"
