"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1931","부산광역시 동구 수정동","705-53","0705","0053","수정청암빌라","49.0000","22.0000","202501","08","5,500","2","개인","개인","1999","수정공원중로 4","-","직거래","-","25.01.09"
"1932","부산광역시 수영구 광안동","1278-6","1278","0006","로얄그랜드빌리지","118.6200","67.6982","202501","08","40,000","4","개인","개인","1994","수영로497번가길 6","-","중개거래","부산 수영구","25.01.08"
"1933","부산광역시 영도구 청학동","69-81","0069","0081","휴그린","70.7250","51.5734","202501","07","13,500","2","개인","개인","2015","일산봉로 68-2","-","직거래","-","25.01.07"
"1934","부산광역시 동래구 온천동","200-13","0200","0013","대성빌라","24.6400","16.6000","202501","07","8,500","3","개인","개인","2002","차밭골로 36-12","-","중개거래","부산 동래구","25.01.07"
"1935","부산광역시 북구 덕천동","241-27","0241","0027","덕일빌라","50.2000","25.4350","202501","07","11,000","3","개인","개인","2003","덕천로 89-10","-","중개거래","부산 북구","25.03.28"
"1936","부산광역시 동구 초량동","798-27","0798","0027","정동빌라","62.7000","28.1100","202501","07","9,200","3","개인","개인","1993","초량북로5번길 11","-","직거래","-","25.01.07"
"1937","부산광역시 해운대구 반여동","1583-6","1583","0006","(1583-6)","46.1800","16.5000","202501","07","3,500","4","개인","개인","1995","재반로270번길 43-30","-","중개거래","부산 해운대구","25.01.15"
"1938","부산광역시 동구 수정동","1187-2","1187","0002","수정(1187-2)","36.3600","22.3100","202501","07","3,500","1","개인","개인","1962","수정공원남로 31-5","-","중개거래","부산 동구","25.01.08"
"1939","부산광역시 남구 대연동","870-26","0870","0026","동경마이빌","84.7900","47.4800","202501","07","18,300","3","개인","개인","2002","유엔평화로41번길 72","-","중개거래","부산 남구","25.01.24"
"1940","부산광역시 해운대구 재송동","1093-11","1093","0011","지정아트","34.9700","12.3560","202501","07","12,500","7","개인","개인","2015","재송1로32번길 58","-","중개거래","부산 해운대구","25.04.29"
"1941","부산광역시 수영구 남천동","556-29","0556","0029","투윈빌-비","21.2100","12.8320","202501","06","9,000","4","개인","개인","2002","황령대로489번길 28-8","-","직거래","-","25.01.20"
"1942","부산광역시 수영구 광안동","498-13","0498","0013","동성","55.2700","50.5800","202501","06","20,000","1","개인","개인","1978","광일로20번길 27","-","중개거래","부산 수영구","25.01.17"
"1943","부산광역시 수영구 남천동","556-29","0556","0029","투윈빌-비","17.1950","10.4010","202501","06","8,000","1","개인","개인","2002","황령대로489번길 28-8","-","직거래","-","25.01.20"
"1944","부산광역시 해운대구 반송동","250-1982","0250","1982","경민빌라5","37.5850","11.6250","202501","06","4,000","4","개인","개인","1996","아랫반송로70번길 49-22","-","중개거래","부산 해운대구","25.01.15"
"1945","부산광역시 해운대구 반송동","40-741","0040","0741","(40-741)","45.1600","15.2500","202501","06","5,500","1","개인","개인","1995","윗반송로51번길 98-11","-","직거래","-","25.03.14"
"1946","부산광역시 남구 대연동","1543-54","1543","0054","동부가든(C동)","73.2400","46.3120","202501","06","12,300","3","개인","개인","1997","진남로 82-44","-","중개거래","부산 남구","25.01.07"
"1947","부산광역시 남구 대연동","20-1","0020","0001","삼양2차","33.6300","25.6000","202501","06","8,000","1","개인","개인","1991","용소로21번길 124","-","직거래","-","25.01.24"
"1948","부산광역시 금정구 부곡동","331-26","0331","0026","우진더클래식","64.8732","40.7998","202501","06","19,500","3","개인","개인","2015","동부곡로5번길 148-13","-","중개거래","부산 금정구","25.01.14"
"1949","부산광역시 수영구 남천동","556-29","0556","0029","투윈빌-비","17.1950","10.4010","202501","06","8,000","1","개인","개인","2002","황령대로489번길 28-8","-","직거래","-","25.01.20"
"1950","부산광역시 수영구 남천동","556-29","0556","0029","투윈빌-비","21.2100","12.8320","202501","06","9,000","1","개인","개인","2002","황령대로489번길 28-8","-","직거래","-","25.01.20"
"1951","부산광역시 수영구 남천동","556-29","0556","0029","투윈빌-비","17.1950","10.4010","202501","06","8,000","2","개인","개인","2002","황령대로489번길 28-8","-","직거래","-","25.01.20"
"1952","부산광역시 수영구 남천동","556-29","0556","0029","투윈빌-비","21.2100","12.8320","202501","06","9,000","3","개인","개인","2002","황령대로489번길 28-8","-","직거래","-","25.01.20"
"1953","부산광역시 수영구 남천동","556-29","0556","0029","투윈빌-비","17.1950","10.4010","202501","06","8,000","4","개인","개인","2002","황령대로489번길 28-8","-","직거래","-","25.01.20"
"1954","부산광역시 사하구 괴정동","319-4","0319","0004","괴정","69.9800","9.9000","202501","05","15,000","3","개인","개인","1979","낙동대로 141","-","직거래","-","25.01.20"
"1955","부산광역시 북구 만덕동","861-9","0861","0009","일동","49.7900","57.7700","202501","05","6,600","1","개인","개인","1989","은행나무로36번길 104","-","중개거래","부산 북구","25.01.08"
"1956","부산광역시 수영구 광안동","702-16","0702","0016","해광블루원빌","44.7100","26.1603","202501","04","16,500","2","개인","개인","2016","광일로20번길 28","-","중개거래","부산 수영구","25.02.07"
"1957","부산광역시 부산진구 범전동","73-233","0073","0233","경림3차","27.9800","13.2500","202501","04","50,850","4","개인","개인","2004","범양로54번길 6","20250228","중개거래","부산 금정구, 부산 부산진구","-"
"1958","부산광역시 수영구 광안동","118-14","0118","0014","부일메트로스카이","19.1900","6.8910","202501","04","9,500","3","개인","개인","2014","수영로606번길 5-8","-","중개거래","부산 수영구","25.02.10"
"1959","부산광역시 동구 수정동","804-6","0804","0006","청마빌","53.2800","32.2420","202501","04","20,000","4","개인","개인","2013","수정동로 18","-","중개거래","부산 동구","25.02.26"
"1960","부산광역시 동래구 명륜동","700-159","0700","0159","메트로캐슬","13.2300","9.2151","202501","03","18,000","2","개인","개인","2013","동래로53번길 26-2","-","직거래","-","25.01.13"
"1961","부산광역시 금정구 서동","302-1333","0302","1333","대진빌라1동","40.4200","13.2500","202501","03","10,000","4","개인","개인","2004","서동로118번길 6-6","-","중개거래","부산 금정구","25.01.09"
"1962","부산광역시 금정구 장전동","275-9","0275","0009","삼도연립","54.1800","62.2000","202501","03","9,000","1","개인","개인","1980","금강로279번안길 24-11","-","중개거래","부산 연제구","25.02.28"
"1963","부산광역시 금정구 남산동","265-43","0265","0043","왕산하이츠","57.7500","35.2800","202501","03","13,000","4","개인","개인","1994","금단로 140-1","-","중개거래","부산 동래구","25.01.31"
"1964","부산광역시 동래구 명륜동","700-159","0700","0159","메트로캐슬","13.2300","9.2151","202501","03","14,000","2","개인","개인","2013","동래로53번길 26-2","20250107","직거래","-","-"
"1965","부산광역시 금정구 청룡동","44-33","0044","0033","금강빌라(44-33)","63.6600","39.3700","202501","02","10,500","3","개인","개인","1998","청룡로34번길 14-12","-","중개거래","부산 금정구","25.01.16"
"1966","부산광역시 강서구 동선동","258-1","0258","0001","가덕공항빌B동","27.1781","34.0620","202501","02","17,628","2","개인","법인","2024","동선길 74-1","-","직거래","-","25.01.17"
"1967","부산광역시 남구 용호동","372-1","0372","0001","삼월(가-라동)","43.7900","34.7125","202501","02","24,000","1","개인","개인","1981","동명로157번길 45","-","중개거래","부산 남구","25.02.07"
"1968","부산광역시 수영구 망미동","826-12","0826","0012","동한빌라(826-12)","34.7800","19.2600","202501","02","5,600","4","개인","개인","1998","망미배산로 59","-","직거래","-","25.01.22"
"1969","부산광역시 부산진구 개금동","778","0778","0000","국민(778-0)","39.6700","48.9500","202501","02","3,800","1","개인","개인","1974","진사로 72","-","중개거래","부산 부산진구","25.01.24"
"1970","부산광역시 중구 보수동1가","59-23","0059","0023","중보빌라6차","44.3600","17.3222","202412","31","7,300","2","개인","개인","1998","법수길38번길 6","-","중개거래","부산 중구","25.03.18"
"1971","부산광역시 북구 만덕동","759-1","0759","0001","남선빌라","65.4100","33.7370","202412","31","11,500","3","개인","개인","2002","만덕대로178번길 7","-","중개거래","부산 북구","25.01.24"
"1972","부산광역시 부산진구 연지동","41-21","0041","0021","시원하이빌","49.2000","18.2400","202412","31","10,500","3","개인","개인","2004","성지로8번길 38","-","직거래","-","25.01.02"
"1973","부산광역시 해운대구 반여동","985-1","0985","0001","이화The뷰","13.4623","16.2853","202412","31","23,000","2","개인","법인","2022","반여로185번길 31-14","-","직거래","-","-"
"1974","부산광역시 동래구 사직동","129-12","0129","0012","태건아시아드1차","27.0275","8.1198","202412","31","13,500","9","개인","법인","2018","아시아드대로126번길 68-3","-","직거래","-","25.01.20"
"1975","부산광역시 북구 구포동","1237-17","1237","0017","전원그린빌라3차","37.8200","15.5090","202412","31","3,250","3","개인","개인","1995","시랑로141번길 20","-","중개거래","부산 북구","25.01.10"
"1976","부산광역시 동래구 사직동","69-3","0069","0003","센트럴뉴파크","21.2492","7.6779","202412","31","17,000","5","개인","개인","2019","석사로34번길 31","-","중개거래","부산 부산진구","24.12.31"
"1977","부산광역시 영도구 동삼동","334-5","0334","0005","대산주택","39.1100","20.9600","202412","31","2,450","4","개인","개인","1991","동삼로50번길 22-1","-","중개거래","부산 영도구","25.01.06"
"1978","부산광역시 동구 좌천동","824-88","0824","0088","광건빌라","52.2300","31.6900","202412","31","15,500","3","개인","개인","2003","능풍길 6","-","중개거래","부산 동구","25.02.24"
"1979","부산광역시 동래구 사직동","75-35","0075","0035","보문타운사직2차","66.1700","37.6472","202412","30","32,097","2","법인","법인","2023","아시아드대로171번길 79","-","중개거래","부산 연제구","25.01.16"
"1980","부산광역시 연제구 거제동","676-41","0676","0041","세움탑클래스","47.2130","453.0000","202412","30","25,483","7","공공기관","법인","2023","해맞이로73번길 32","-","중개거래","부산 수영구","25.01.16"
"1981","부산광역시 연제구 거제동","676-41","0676","0041","세움탑클래스","47.2130","453.0000","202412","30","25,483","7","공공기관","법인","2023","해맞이로73번길 32","-","중개거래","부산 수영구","25.01.16"
"1982","부산광역시 연제구 거제동","676-41","0676","0041","세움탑클래스","47.2130","453.0000","202412","30","25,420","6","공공기관","법인","2023","해맞이로73번길 32","-","중개거래","부산 수영구","25.01.16"
"1983","부산광역시 연제구 거제동","676-41","0676","0041","세움탑클래스","47.2130","453.0000","202412","30","25,420","6","공공기관","법인","2023","해맞이로73번길 32","-","중개거래","부산 수영구","25.01.16"
"1984","부산광역시 연제구 거제동","676-41","0676","0041","세움탑클래스","47.2130","453.0000","202412","30","25,296","5","공공기관","법인","2023","해맞이로73번길 32","-","중개거래","부산 수영구","25.01.16"
"1985","부산광역시 연제구 거제동","676-41","0676","0041","세움탑클래스","47.2130","453.0000","202412","30","25,296","5","공공기관","법인","2023","해맞이로73번길 32","-","중개거래","부산 수영구","25.01.16"
"1986","부산광역시 연제구 거제동","676-41","0676","0041","세움탑클래스","47.2130","453.0000","202412","30","25,296","4","공공기관","법인","2023","해맞이로73번길 32","-","중개거래","부산 수영구","25.01.16"
"1987","부산광역시 수영구 수영동","478-9","0478","0009","갑일하이츠","34.6000","21.9700","202412","30","7,000","4","개인","개인","2002","수미로50번가길 12","-","중개거래","부산 수영구","25.02.05"
"1988","부산광역시 연제구 거제동","676-41","0676","0041","세움탑클래스","47.2130","453.0000","202412","30","25,296","4","공공기관","법인","2023","해맞이로73번길 32","-","중개거래","부산 수영구","25.01.16"
"1989","부산광역시 동래구 사직동","75-35","0075","0035","보문타운사직2차","68.1900","38.7965","202412","30","34,017","5","법인","법인","2023","아시아드대로171번길 79","-","중개거래","부산 연제구","25.01.16"
"1990","부산광역시 동래구 사직동","75-35","0075","0035","보문타운사직2차","67.5500","38.4324","202412","30","34,108","5","법인","법인","2023","아시아드대로171번길 79","-","중개거래","부산 연제구","25.01.16"
"1991","부산광역시 동래구 사직동","75-35","0075","0035","보문타운사직2차","71.2600","40.5432","202412","30","34,691","4","법인","법인","2023","아시아드대로171번길 79","-","중개거래","부산 연제구","25.01.16"
"1992","부산광역시 동래구 사직동","75-35","0075","0035","보문타운사직2차","66.1700","37.6472","202412","30","33,005","4","법인","법인","2023","아시아드대로171번길 79","-","중개거래","부산 연제구","25.01.16"
"1993","부산광역시 동래구 사직동","75-35","0075","0035","보문타운사직2차","71.2600","40.5432","202412","30","34,691","3","법인","법인","2023","아시아드대로171번길 79","-","중개거래","부산 연제구","25.01.16"
"1994","부산광역시 동래구 사직동","75-35","0075","0035","보문타운사직2차","66.1700","37.6472","202412","30","33,005","3","법인","법인","2023","아시아드대로171번길 79","-","중개거래","부산 연제구","25.01.16"
"1995","부산광역시 동래구 사직동","75-35","0075","0035","보문타운사직2차","71.2600","40.5432","202412","30","34,141","2","법인","법인","2023","아시아드대로171번길 79","-","중개거래","부산 연제구","25.01.16"
"1996","부산광역시 금정구 금사동","26-9","0026","0009","태흥빌라","71.0500","36.1000","202412","30","8,600","5","개인","개인","2003","회천로5번길 87","-","중개거래","부산 금정구","25.02.25"
"1997","부산광역시 수영구 광안동","77-4","0077","0004","영원룸빌라","27.0000","17.4308","202412","30","16,700","1","개인","법인","2002","무학로49번길 102","-","중개거래","부산 동래구, 부산 연제구","25.01.10"
"1998","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","21.4700","14.0354","202412","30","11,161","2","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"1999","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","21.4700","14.0354","202412","30","11,286","5","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2000","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","46.8300","31.0706","202412","30","21,739","2","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2001","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","46.8900","31.1104","202412","30","21,651","2","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2002","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","47.2800","31.3692","202412","30","21,830","2","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2003","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","46.8300","31.0706","202412","30","21,939","3","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2004","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","46.8900","31.1104","202412","30","21,976","3","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2005","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","47.2800","31.3692","202412","30","22,155","3","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2006","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","46.8300","31.0706","202412","30","21,939","4","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2007","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","46.8900","31.1104","202412","30","22,101","4","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2008","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","47.2800","31.3692","202412","30","22,280","4","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2009","부산광역시 금정구 남산동","483-8","0483","0008","금하빌","46.8300","31.0706","202412","30","21,939","5","공공기관","법인","2022","금강로 629","-","중개거래","부산 중구","25.01.16"
"2010","부산광역시 남구 대연동","1489-21","1489","0021","HC채마루","50.8100","29.4160","202412","30","20,000","2","개인","개인","2011","못골번영로72번길 11","-","직거래","-","24.12.30"
"2011","부산광역시 남구 대연동","1582-12","1582","0012","하이츠8","59.8160","37.9470","202412","30","10,300","1","개인","개인","1993","진남로153번길 40","-","직거래","-","25.01.20"
"2012","부산광역시 동래구 명륜동","700-159","0700","0159","메트로캐슬","12.8950","8.9817","202412","30","18,000","3","개인","개인","2013","동래로53번길 26-2","-","직거래","-","24.12.31"
"2013","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","28.3600","18.5396","202412","30","15,629","5","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2014","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","28.3600","18.5396","202412","30","15,629","5","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2015","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","21.4700","14.0354","202412","30","11,336","5","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2016","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","21.4700","14.0354","202412","30","11,286","4","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2017","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","28.3600","18.5396","202412","30","15,629","4","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2018","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","28.3600","18.5396","202412","30","15,629","4","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2019","부산광역시 해운대구 반송동","250-2304","0250","2304","한주빌라A동","57.2400","17.5000","202412","30","5,000","2","개인","개인","1995","아랫반송로90번길 11-20","-","직거래","-","24.12.31"
"2020","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","21.4700","14.0354","202412","30","11,336","4","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2021","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","21.4700","14.0354","202412","30","11,161","3","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2022","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","28.3600","18.5396","202412","30","15,504","3","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2023","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","28.3600","18.5396","202412","30","15,504","3","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2024","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","21.4700","14.0354","202412","30","11,261","3","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2025","부산광역시 사하구 괴정동","260-195","0260","0195","정남빌라(260-195)","39.6600","17.2500","202412","30","7,000","1","개인","개인","2002","승학로224번길 71-8","-","중개거래","부산 동구","24.12.31"
"2026","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","21.4700","14.0354","202412","30","11,111","2","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2027","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","28.3600","18.5396","202412","30","15,404","2","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2028","부산광역시 수영구 망미동","834-15","0834","0015","로얄블루빌","28.3600","18.5396","202412","30","15,404","2","법인","법인","2022","연수로257번길 25","-","중개거래","부산 연제구","25.01.16"
"2029","부산광역시 중구 동광동5가","3-123","0003","0123","가람빌라","44.6500","17.3250","202412","29","5,000","1","개인","개인","1998","중구로148번길 12-8","-","직거래","-","25.01.08"
"2030","부산광역시 사하구 하단동","477-4","0477","0004","(477-4)","40.3300","39.6000","202412","28","8,700","2","개인","개인","1979","낙동대로 553-5","-","중개거래","부산 사하구","25.02.20"
"2031","부산광역시 서구 동대신동1가","13-24","0013","0024","길산빌라4","53.2900","14.7500","202412","28","5,000","3","개인","개인","2009","보동길209번길 11","-","중개거래","부산 서구","25.01.03"
"2032","부산광역시 해운대구 반여동","1597-12","1597","0012","공동주택(1597-12)","45.8700","15.4000","202412","28","4,500","3","개인","개인","1993","재반로242번길 13-64","-","중개거래","부산 동래구","24.12.30"
"2033","부산광역시 남구 용호동","318-1","0318","0001","동아하이츠빌라","79.9300","56.8400","202412","27","23,000","1","개인","법인","1997","동명로117번길 15-4","-","중개거래","부산 남구","25.01.15"
"2034","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.0900","7.5868","202412","27","6,270","3","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2035","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","19.7400","8.2787","202412","27","6,670","5","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2036","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.0900","7.5868","202412","27","6,270","5","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2037","부산광역시 남구 용호동","39-8","0039","0008","소라맨션","53.2600","43.9600","202412","27","17,000","3","개인","개인","1982","동명로101번다길 29","-","중개거래","부산 남구","25.01.31"
"2038","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.0900","7.5868","202412","27","6,270","5","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2039","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.6000","7.8003","202412","27","6,270","4","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2040","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","19.7400","8.2787","202412","27","6,670","2","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2041","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.6000","7.8003","202412","27","6,270","2","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2042","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","21.3900","8.9697","202412","27","7,280","2","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2043","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","21.3900","8.9697","202412","27","7,280","5","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2044","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","19.8800","8.3372","202412","27","6,670","5","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2045","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","19.7400","8.2787","202412","27","6,670","4","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2046","부산광역시 중구 영주동","72-4","0072","0004","시영영주","37.5500","43.9000","202412","27","6,900","3","개인","개인","1969","영초길 87","-","중개거래","부산 남구, 부산 동구","25.01.24"
"2047","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.0900","7.5868","202412","27","6,270","4","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2048","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.0900","7.5868","202412","27","6,270","4","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2049","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","19.8800","8.3372","202412","27","6,670","4","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2050","부산광역시 기장군 기장읍 대라리","176-16","0176","0016","서인골든빌라7차102동","76.9000","54.9375","202412","27","8,500","2","개인","개인","2001","대청로22번길 29","-","중개거래","부산 기장군","25.01.07"
"2051","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.6000","7.8003","202412","27","6,270","5","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2052","부산광역시 수영구 광안동","1061-24","1061","0024","보람센텀빌","17.0000","11.7020","202412","27","13,500","5","개인","개인","2016","연수로396번길 13-1","-","중개거래","부산 연제구","25.03.04"
"2053","부산광역시 동구 범일동","1424-27","1424","0027","마이다스","29.8000","13.0300","202412","27","6,400","3","개인","개인","2015","범곡서로 19","-","중개거래","부산 부산진구","25.03.25"
"2054","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.0900","7.5868","202412","27","6,270","3","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2055","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.0900","7.5868","202412","27","6,270","2","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2056","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","19.8800","8.3372","202412","27","6,670","3","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2057","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","19.7400","8.2787","202412","27","6,670","3","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2058","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.6000","7.8003","202412","27","6,270","3","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2059","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","21.3900","8.9697","202412","27","7,280","3","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2060","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","21.3900","8.9697","202412","27","7,280","4","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2061","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","19.8800","8.3372","202412","27","6,670","2","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2062","부산광역시 수영구 수영동","453-12","0453","0012","세영하이빌","18.0900","7.5868","202412","27","6,270","2","개인","개인","2014","망미번영로52번길 87-5","-","중개거래","부산 동래구","24.12.30"
"2063","부산광역시 남구 대연동","1804-26","1804","0026","대동레미안4","51.6800","32.1100","202412","26","18,000","5","개인","개인","2012","진남로 90-1","-","중개거래","부산 남구","24.12.31"
"2064","부산광역시 부산진구 당감동","95-7","0095","0007","송안씨티빌","31.6500","16.4516","202412","26","6,200","2","개인","개인","2003","가야대로691번길 14-4","-","직거래","-","24.12.26"
"2065","부산광역시 해운대구 우동","957-12","0957","0012","삼성","49.6500","43.5262","202412","26","16,000","1","개인","개인","1982","해운대로483번길 13-22","-","직거래","-","-"
"2066","부산광역시 중구 대청동4가","75-202","0075","0202","영광주택","56.7700","27.1400","202412","26","8,000","2","개인","개인","1995","대청북길 5-1","-","직거래","-","25.01.07"
"2067","부산광역시 영도구 봉래동1가","92-6","0092","0006","라온아트빌","70.0900","30.4779","202412","26","17,500","4","개인","개인","2016","절영로14번길 8-6","-","중개거래","부산 영도구","25.01.08"
"2068","부산광역시 부산진구 가야동","406-221","0406","0221","명신그린2차(비동)","38.1600","20.0700","202412","26","4,800","2","개인","개인","2001","엄광로222번길 12-8","-","직거래","-","25.02.19"
"2069","부산광역시 금정구 부곡동","767-102","0767","0102","정인빌라","68.9400","45.2500","202412","26","14,600","1","법인","개인","1997","서동로50번길 15","-","직거래","-","24.12.27"
"2070","부산광역시 수영구 광안동","128-25","0128","0025","아스타광안","17.8119","14.1768","202412","26","17,000","5","개인","법인","2022","수영로624번길 82-5","-","중개거래","부산 부산진구","25.06.19"
