"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"6652","부산광역시 북구 덕천동","3**","12m미만","27.50","월세","202501","08","1,000","30","2016","의성로73번길","202501~202601","신규","-","","","단독다가구"
"6653","부산광역시 금정구 남산동","1***","8m미만","23.07","월세","202501","08","200","31","2018","두실로","202502~202508","신규","-","","","단독다가구"
"6654","부산광역시 사하구 괴정동","4**","25m미만","59.40","월세","202501","08","1,000","35","1996","사리로7번길","202503~202703","신규","-","","","단독다가구"
"6655","부산광역시 해운대구 반송동","2**","8m미만","174.24","월세","202501","08","1,500","30","1993","아랫반송로21번길","202501~202701","신규","-","","","단독다가구"
"6656","부산광역시 사하구 하단동","5**","8m미만","17.40","월세","202501","08","2,000","40","1982","낙동대로535번길","202502~202602","신규","-","","","단독다가구"
"6657","부산광역시 금정구 남산동","1**","12m미만","25.00","월세","202501","08","300","52","2011","범어천로21번길","202501~202601","신규","-","","","단독다가구"
"6658","부산광역시 금정구 장전동","2*","8m미만","30.00","월세","202501","08","500","45","2021","금강로321번길","202501~202601","신규","-","","","단독다가구"
"6659","부산광역시 금정구 장전동","1**","8m미만","16.00","월세","202501","08","2,000","20","2015","수림로91번길","202502~202602","신규","-","","","단독다가구"
"6660","부산광역시 금정구 장전동","1**","8m미만","59.96","전세","202501","08","15,000","0","2014","수림로81번길","202502~202702","신규","-","","","단독다가구"
"6661","부산광역시 영도구 동삼동","2**","8m미만","23.06","월세","202501","07","500","30","2010","웃서발로83번길","202502~202601","신규","-","","","단독다가구"
"6662","부산광역시 사하구 괴정동","3**","8m미만","163.74","월세","202501","07","400","28","2011","낙동대로140번길","202502~202602","신규","-","","","단독다가구"
"6663","부산광역시 동래구 명장동","5**","8m미만","199.17","월세","202501","07","500","20","1993","명서로105번길","202501~202701","신규","-","","","단독다가구"
"6664","부산광역시 사하구 당리동","3**","8m미만","19.08","월세","202501","07","500","40","2023","낙동대로","202501~202601","신규","-","","","단독다가구"
"6665","부산광역시 남구 용호동","3**","8m미만","33.00","월세","202501","07","500","22","1991","동명로117번길","202501~202701","신규","-","","","단독다가구"
"6666","부산광역시 동래구 사직동","4**","8m미만","37.25","월세","202501","07","1,000","45","2012","아시아드대로161번길","202501~202601","신규","-","","","단독다가구"
"6667","부산광역시 동래구 온천동","1***","8m미만","154.05","전세","202501","07","11,000","0","1984","충렬대로100번길","202502~202702","신규","-","","","단독다가구"
"6668","부산광역시 사상구 주례동","9*","25m미만","14.20","월세","202501","07","500","50","2020","가야대로330번길","202501~202601","신규","-","","","단독다가구"
"6669","부산광역시 사하구 괴정동","3**","8m미만","13.00","월세","202501","07","200","32","2012","낙동대로135번안길","202501~202601","신규","-","","","단독다가구"
"6670","부산광역시 사하구 하단동","8**","8m미만","26.90","월세","202501","07","1,000","50","2016","낙동남로1357번길","202412~202512","신규","-","","","단독다가구"
"6671","부산광역시 강서구 명지동","3***","25m미만","26.44","월세","202501","07","5,000","23","2017","명지국제12로","202501~202701","신규","-","","","단독다가구"
"6672","부산광역시 사하구 괴정동","4**","8m미만","48.65","전세","202501","07","7,000","0","1984","오작로8번길","202502~202702","신규","-","","","단독다가구"
"6673","부산광역시 사하구 하단동","8**","8m미만","18.70","월세","202501","07","300","40","2016","낙동남로1347번길","202501~202601","신규","-","","","단독다가구"
"6674","부산광역시 북구 구포동","1***","12m미만","23.00","전세","202501","07","3,500","0","2011","시랑로101번길","202501~202701","신규","-","","","단독다가구"
"6675","부산광역시 수영구 광안동","4**","8m미만","146.28","월세","202501","07","200","10","1974","광일로","202501~202701","신규","-","","","단독다가구"
"6676","부산광역시 연제구 연산동","1***","12m미만","41.44","월세","202501","07","6,000","15","1992","중앙천로73번길","202501~202701","신규","-","","","단독다가구"
"6677","부산광역시 부산진구 개금동","1**","12m미만","30.00","월세","202501","07","500","45","1992","복지로13번길","202501~202701","신규","-","","","단독다가구"
"6678","부산광역시 강서구 명지동","3***","12m미만","25.03","월세","202501","07","500","43","2020","명지국제6로242번길","202501~202601","신규","-","","","단독다가구"
"6679","부산광역시 영도구 청학동","2**","8m미만","53.91","전세","202501","07","4,000","0","","태종로310번길","202501~202701","신규","-","","","단독다가구"
"6680","부산광역시 서구 토성동3가","3*","12m미만","42.18","월세","202501","07","3,000","20","1992","구덕로","202501~202701","신규","-","","","단독다가구"
"6681","부산광역시 동구 좌천동","7**","8m미만","79.30","월세","202501","07","500","22","","정공단로11번가길","202501~202612","신규","-","","","단독다가구"
"6682","부산광역시 북구 만덕동","8**","8m미만","79.17","전세","202501","07","3,000","0","2016","덕천로336번길","202501~202701","신규","-","","","단독다가구"
"6683","부산광역시 부산진구 부암동","1**","8m미만","33.00","월세","202501","07","400","25","1994","신천대로204번나길","202501~202701","신규","-","","","단독다가구"
"6684","부산광역시 동구 초량동","9**","8m미만","48.85","월세","202501","07","500","40","1982","영초길","202501~202701","신규","-","","","단독다가구"
"6685","부산광역시 수영구 민락동","2**","8m미만","186.43","월세","202501","07","3,500","10","","민락로6번길","202501~202701","신규","-","","","단독다가구"
"6686","부산광역시 기장군 장안읍 월내리","2**","8m미만","33.00","월세","202501","07","200","35","2007","월내1길","202501~202601","신규","-","","","단독다가구"
"6687","부산광역시 기장군 정관읍 달산리","9**","12m미만","40.00","월세","202501","06","500","45","2017","달산4길","202501~202601","신규","-","","","단독다가구"
"6688","부산광역시 기장군 정관읍 용수리","1***","12m미만","33.00","월세","202501","06","500","40","2014","가동2길","202501~202601","신규","-","","","단독다가구"
"6689","부산광역시 기장군 정관읍 달산리","1***","12m미만","32.00","월세","202501","06","300","40","2016","달산1길","202501~202601","신규","-","","","단독다가구"
"6690","부산광역시 기장군 기장읍 대라리","9**","12m미만","132.26","월세","202501","06","200","29","2011","차성남로","202501~202601","신규","-","","","단독다가구"
"6691","부산광역시 수영구 광안동","1**","8m미만","30.00","월세","202501","06","3,000","33","2019","수영로624번길","202501~202601","신규","-","","","단독다가구"
"6692","부산광역시 서구 남부민동","2*","8m미만","50.25","월세","202501","06","150","30","1987","천마로197번길","202501~202601","신규","-","","","단독다가구"
"6693","부산광역시 북구 화명동","1***","8m미만","94.89","월세","202501","06","1,000","37","2017","금곡대로330번가길","202501~202601","신규","-","","","단독다가구"
"6694","부산광역시 부산진구 부전동","3**","8m미만","159.63","월세","202501","06","300","37","1994","부전로","202501~202601","신규","-","","","단독다가구"
"6695","부산광역시 서구 동대신동3가","2**","12m미만","239.72","월세","202501","06","1,000","30","1992","보동길","202502~202510","신규","-","","","단독다가구"
"6696","부산광역시 사하구 괴정동","4**","8m미만","74.70","월세","202501","06","500","39","2017","오작로","202501~202601","신규","-","","","단독다가구"
"6697","부산광역시 동구 수정동","9**","8m미만","102.24","월세","202501","06","7,300","45","1990","수정외솔로7번길","202501~202701","신규","-","","","단독다가구"
"6698","부산광역시 동구 수정동","9**","8m미만","102.24","월세","202501","06","7,300","45","1990","수정외솔로7번길","202501~202701","신규","-","","","단독다가구"
"6699","부산광역시 금정구 장전동","2**","8m미만","18.00","월세","202501","06","1,000","30","2013","부산대학로64번안길","202502~202602","신규","-","","","단독다가구"
"6700","부산광역시 금정구 장전동","2**","12m미만","20.00","월세","202501","06","500","35","","부산대학로64번안길","202501~202601","신규","-","","","단독다가구"
"6701","부산광역시 동구 초량동","9**","8m미만","115.66","월세","202501","06","5,900","60","","영초길","202206~203001","신규","-","","","단독다가구"
"6702","부산광역시 금정구 장전동","2**","8m미만","91.76","월세","202501","06","200","26","2010","장전로12번길","202501~202601","신규","-","","","단독다가구"
"6703","부산광역시 금정구 장전동","3**","12m미만","20.00","월세","202501","06","300","33","2000","부산대학로64번길","202502~202602","신규","-","","","단독다가구"
"6704","부산광역시 강서구 신호동","2**","8m미만","33.00","월세","202501","06","280","56","2012","신호산단2로75번길","202502~202506","신규","-","","","단독다가구"
"6705","부산광역시 부산진구 개금동","5**","8m미만","111.73","월세","202501","06","2,000","25","1982","엄광로","202501~202701","신규","-","","","단독다가구"
"6706","부산광역시 강서구 명지동","3***","12m미만","28.55","월세","202501","06","500","55","2019","명지국제12로19번길","202501~202601","신규","-","","","단독다가구"
"6707","부산광역시 강서구 신호동","2**","8m미만","28.00","월세","202501","06","300","43","2012","신호산단4로76번길","202501~202601","신규","-","","","단독다가구"
"6708","부산광역시 해운대구 재송동","1***","8m미만","15.00","월세","202501","06","1,000","40","2010","해운대로153번길","202501~202601","신규","-","","","단독다가구"
"6709","부산광역시 사상구 주례동","5*","25m미만","30.00","월세","202501","06","1,000","50","2011","냉정로","202501~202701","신규","-","","","단독다가구"
"6710","부산광역시 북구 덕천동","6**","8m미만","198.82","월세","202501","06","200","15","1991","금곡대로123번길","202501~202607","신규","-","","","단독다가구"
"6711","부산광역시 동구 범일동","1***","8m미만","68.07","전세","202501","06","12,000","0","1978","범곡남로","202502~202702","신규","-","","","단독다가구"
"6712","부산광역시 사하구 괴정동","1***","25m미만","50.71","월세","202501","06","1,000","30","1980","승학로","202502~202702","신규","-","","","단독다가구"
"6713","부산광역시 서구 토성동5가","3*","12m미만","82.50","월세","202501","06","300","160","1985","구덕로124번길","202502~202508","신규","-","","","단독다가구"
"6714","부산광역시 동래구 사직동","1**","12m미만","73.04","전세","202501","06","9,000","0","1984","중앙대로1267번길","202501~202701","신규","-","","","단독다가구"
"6715","부산광역시 동래구 사직동","1**","12m미만","73.04","전세","202501","06","9,000","0","1984","중앙대로1267번길","202501~202701","신규","-","","","단독다가구"
"6716","부산광역시 강서구 명지동","3***","12m미만","30.20","월세","202501","06","5,000","36","2018","명지국제12로11번길","202502~202602","신규","-","","","단독다가구"
"6717","부산광역시 사하구 괴정동","1***","12m미만","23.11","월세","202501","05","1,000","30","2018","마하로12번길","202501~202601","신규","-","","","단독다가구"
"6718","부산광역시 동래구 안락동","1***","8m미만","67.00","월세","202501","05","6,000","20","","명안로46번나길","202501~202601","신규","-","","","단독다가구"
"6719","부산광역시 사상구 주례동","5*","12m미만","30.00","월세","202501","05","100","33","2010","가야대로378번길","202501~202601","신규","-","","","단독다가구"
"6720","부산광역시 남구 용호동","4**","8m미만","52.89","월세","202501","05","1,000","45","1974","동명로100번길","202501~202601","신규","-","","","단독다가구"
"6721","부산광역시 금정구 장전동","4**","8m미만","14.49","월세","202501","05","500","37","2019","부산대학로63번길","202501~202601","신규","-","","","단독다가구"
"6722","부산광역시 금정구 장전동","3**","8m미만","20.00","월세","202501","05","500","42","2014","부산대학로64번길","202501~202601","신규","-","","","단독다가구"
"6723","부산광역시 금정구 장전동","3**","8m미만","20.00","월세","202501","05","500","37","2014","부산대학로64번길","202501~202601","신규","-","","","단독다가구"
"6724","부산광역시 북구 구포동","4**","12m미만","18.00","월세","202501","05","50","20","1991","낙동대로1762번길","202502~202701","신규","-","","","단독다가구"
"6725","부산광역시 영도구 동삼동","8**","8m미만","127.00","월세","202501","05","200","30","","아랫서발길","202501~202701","신규","-","","","단독다가구"
"6726","부산광역시 동구 수정동","5**","12m미만","105.79","월세","202501","05","1,000","35","","수정북로","202501~202701","신규","-","","","단독다가구"
"6727","부산광역시 남구 문현동","5**","12m미만","20.00","월세","202501","05","100","27","2010","황령대로74번길","202501~202601","신규","-","","","단독다가구"
"6728","부산광역시 연제구 연산동","2***","8m미만","39.00","월세","202501","05","500","38","2012","쌍미천로7번길","202501~202601","신규","-","","","단독다가구"
"6729","부산광역시 사하구 괴정동","6**","25m미만","39.69","월세","202501","05","3,500","10","1985","장평로","202503~202703","신규","-","","","단독다가구"
"6730","부산광역시 수영구 광안동","1***","8m미만","198.76","월세","202501","05","1,000","40","2002","망미번영로23번길","202501~202701","신규","-","","","단독다가구"
"6731","부산광역시 수영구 광안동","1***","8m미만","199.91","월세","202501","05","500","25","2012","망미번영로24번길","202501~202601","신규","-","","","단독다가구"
"6732","부산광역시 해운대구 반송동","2**","8m미만","179.52","전세","202501","05","3,000","0","1996","아랫반송로21번길","202501~202701","신규","-","","","단독다가구"
"6733","부산광역시 영도구 동삼동","5**","8m미만","66.72","월세","202501","05","1,000","40","1987","중리북로22번길","202501~202601","신규","-","","","단독다가구"
"6734","부산광역시 사하구 다대동","1***","8m미만","174.75","전세","202501","05","3,500","0","1994","윤공단로132번길","202501~202701","신규","-","","","단독다가구"
"6735","부산광역시 사하구 감천동","8**","8m미만","67.87","월세","202501","05","4,000","30","1979","감천로3번길","202501~202701","신규","-","","","단독다가구"
"6736","부산광역시 연제구 연산동","1***","12m미만","114.49","월세","202501","05","300","33","2010","중앙대로1056번길","202501~202601","신규","-","","","단독다가구"
"6737","부산광역시 부산진구 전포동","2**","8m미만","33.06","월세","202501","04","3,000","95","1962","전포대로210번길","202502~202702","신규","-","","","단독다가구"
"6738","부산광역시 사하구 하단동","5**","12m미만","79.34","월세","202501","04","500","40","2016","하신번영로300번길","202501~202601","신규","-","","","단독다가구"
"6739","부산광역시 강서구 명지동","3***","12m미만","57.00","월세","202501","04","2,000","60","2018","명지오션시티8로","202501~202701","신규","-","","","단독다가구"
"6740","부산광역시 사하구 하단동","5**","8m미만","19.13","월세","202501","04","2,000","38","2021","낙동대로485번길","202501~202601","신규","-","","","단독다가구"
"6741","부산광역시 수영구 광안동","7**","8m미만","126.88","월세","202501","04","500","40","2010","광서로9번길","202501~202601","신규","-","","","단독다가구"
"6742","부산광역시 동래구 명륜동","*","8m미만","65.91","전세","202501","04","11,000","0","1979","온천천로","202502~202702","신규","-","","","단독다가구"
"6743","부산광역시 남구 문현동","5*","8m미만","52.80","월세","202501","04","100","20","1985","진남로220번나길","202501~202701","신규","-","","","단독다가구"
"6744","부산광역시 부산진구 연지동","7*","8m미만","61.65","월세","202501","04","1,000","30","1976","성지로","202502~202702","신규","-","","","단독다가구"
"6745","부산광역시 부산진구 당감동","9*","12m미만","20.00","월세","202501","04","200","36","2010","가야대로691번길","202501~202601","신규","-","","","단독다가구"
"6746","부산광역시 부산진구 당감동","2**","8m미만","157.72","월세","202501","04","1,500","20","1980","동평로95번길","202501~202701","신규","-","","","단독다가구"
"6747","부산광역시 부산진구 당감동","2**","8m미만","175.38","월세","202501","04","3,000","25","1983","동평로94번길","202503~202703","신규","-","","","단독다가구"
"6748","부산광역시 서구 암남동","6*","8m미만","33.00","월세","202501","04","900","32","1974","감천로255번길","202501~202601","신규","-","","","단독다가구"
"6749","부산광역시 금정구 장전동","2**","8m미만","20.00","월세","202501","04","500","32","2017","금강로321번안길","202501~202601","신규","-","","","단독다가구"
"6750","부산광역시 부산진구 개금동","1**","8m미만","19.73","월세","202501","04","1,000","20","2010","가야대로468번길","202501~202601","신규","-","","","단독다가구"
"6751","부산광역시 수영구 망미동","2**","12m미만","109.10","월세","202501","04","1,000","42","1973","수미로","202501~202701","신규","-","","","단독다가구"
"6752","부산광역시 수영구 망미동","8**","12m미만","199.52","월세","202501","04","9,000","30","1986","연수로263번길","202502~202702","신규","-","","","단독다가구"
"6753","부산광역시 수영구 망미동","4**","8m미만","232.56","월세","202501","04","1,000","35","2019","망미배산로36번길","202501~202701","신규","-","","","단독다가구"
"6754","부산광역시 수영구 망미동","8**","12m미만","199.52","월세","202501","04","9,000","30","1986","연수로263번길","202502~202702","신규","-","","","단독다가구"
"6755","부산광역시 금정구 장전동","2**","8m미만","20.00","월세","202501","04","300","29","","부산대학로64번안길","202502~202602","신규","-","","","단독다가구"
"6756","부산광역시 금정구 장전동","2*","8m미만","22.47","월세","202501","04","500","50","2021","금강로321번길","202501~202601","신규","-","","","단독다가구"
"6757","부산광역시 금정구 장전동","3**","12m미만","20.00","월세","202501","04","2,000","21","2013","부산대학로64번길","202501~202601","신규","-","","","단독다가구"
"6758","부산광역시 금정구 부곡동","2*","12m미만","123.30","월세","202501","04","1,500","30","1991","중앙대로1766번길","202501~202701","신규","-","","","단독다가구"
"6759","부산광역시 금정구 부곡동","3**","25m미만","28.01","월세","202501","04","500","37","","부곡로","202501~202601","신규","-","","","단독다가구"
"6760","부산광역시 남구 대연동","9**","25m미만","66.70","월세","202501","04","7,000","20","1996","천제등로","202503~202703","신규","-","","","단독다가구"
"6761","부산광역시 금정구 금사동","3**","8m미만","39.66","월세","202501","04","100","17","1991","금사로87번길","202501~202701","신규","-","","","단독다가구"
"6762","부산광역시 부산진구 가야동","4**","8m미만","40.00","월세","202501","04","500","25","1985","엄광로208번길","202412~202612","신규","-","","","단독다가구"
"6763","부산광역시 연제구 연산동","6**","8m미만","55.17","월세","202501","04","100","23","2010","월드컵대로20번길","202501~202601","신규","-","","","단독다가구"
"6764","부산광역시 부산진구 전포동","3**","12m미만","22.00","월세","202501","04","1,000","40","2011","전포대로186번길","202412~202512","신규","-","","","단독다가구"
"6765","부산광역시 기장군 기장읍 교리","3**","12m미만","26.00","월세","202501","04","1,000","36","2016","차성로","202501~202601","신규","-","","","단독다가구"
"6766","부산광역시 기장군 철마면 안평리","2**","8m미만","128.02","월세","202501","04","1,000","70","1982","안평로33번길","202501~202712","신규","-","","","단독다가구"
"6767","부산광역시 기장군 정관읍 모전리","6**","12m미만","33.00","월세","202501","04","500","40","2021","모전2길","202501~202601","신규","-","","","단독다가구"
"6768","부산광역시 기장군 정관읍 달산리","9**","12m미만","58.00","전세","202501","03","8,000","0","2015","달산4길","202501~202701","신규","-","","","단독다가구"
"6769","부산광역시 기장군 기장읍 교리","3**","12m미만","86.82","월세","202501","03","200","33","2016","차성동로154번길","202501~202601","신규","-","","","단독다가구"
"6770","부산광역시 수영구 광안동","1**","8m미만","117.54","월세","202501","03","1,000","30","2010","수영로624번길","202501~202601","신규","-","","","단독다가구"
"6771","부산광역시 영도구 영선동2가","6*","12m미만","33.00","월세","202501","03","1,000","30","1991","절영로49번길","202502~202702","신규","-","","","단독다가구"
"6772","부산광역시 동래구 명장동","5**","8m미만","47.40","전세","202501","03","7,000","0","1987","시실로163번길","202501~202701","신규","-","","","단독다가구"
"6773","부산광역시 사상구 주례동","5*","8m미만","23.88","월세","202501","03","200","30","1976","가야대로366번길","202501~202701","신규","-","","","단독다가구"
"6774","부산광역시 사상구 주례동","산5*","8m미만","16.50","월세","202501","03","800","35","2019","주례로34번길","202501~202601","신규","-","","","단독다가구"
"6775","부산광역시 사하구 신평동","5**","8m미만","61.62","전세","202501","03","6,000","0","1995","하신번영로173번길","202501~202701","신규","-","","","단독다가구"
"6776","부산광역시 사하구 신평동","8*","8m미만","199.64","월세","202501","03","3,000","300","1991","다대로144번길","202305~202705","신규","-","","","단독다가구"
"6777","부산광역시 부산진구 가야동","3**","8m미만","143.09","전세","202501","03","7,000","0","1990","가야대로568번길","202501~202701","신규","-","","","단독다가구"
"6778","부산광역시 남구 대연동","1***","25m미만","14.85","월세","202501","03","500","42","2018","못골번영로","202502~202602","신규","-","","","단독다가구"
"6779","부산광역시 부산진구 당감동","7**","12m미만","79.88","월세","202501","03","4,000","20","1988","백양순환로28번길","202502~202702","신규","-","","","단독다가구"
"6780","부산광역시 북구 덕천동","4**","8m미만","40.00","월세","202501","03","2,000","60","2016","의성로109번길","202501~202601","신규","-","","","단독다가구"
"6781","부산광역시 금정구 금사동","3*","12m미만","10.00","월세","202501","03","500","14","1992","금사로107번길","202501~202701","신규","-","","","단독다가구"
"6782","부산광역시 강서구 명지동","3***","12m미만","29.50","월세","202501","03","200","43","","명지오션시티8로6번길","202502~202602","신규","-","","","단독다가구"
"6783","부산광역시 금정구 금사동","3*","12m미만","19.83","월세","202501","03","500","14","","금사로107번길","202501~202701","신규","-","","","단독다가구"
"6784","부산광역시 동래구 사직동","7*","8m미만","42.30","월세","202501","03","5,000","15","1988","석사로18번길","202502~202702","신규","-","","","단독다가구"
"6785","부산광역시 동래구 사직동","1**","8m미만","30.00","월세","202501","03","150","12","1982","여고로75번길","202501~202701","신규","-","","","단독다가구"
"6786","부산광역시 서구 서대신동2가","1**","8m미만","30.30","월세","202501","03","100","20","1984","구덕로305번길","202501~202701","신규","-","","","단독다가구"
"6787","부산광역시 영도구 청학동","3*","25m미만","30.00","월세","202501","03","300","30","1981","태종로","202501~202701","신규","-","","","단독다가구"
"6788","부산광역시 수영구 광안동","1**","8m미만","19.64","월세","202501","03","2,000","17","2017","수영로636번길","202501~202601","신규","-","","","단독다가구"
"6789","부산광역시 연제구 연산동","1***","25m미만","26.45","월세","202501","03","500","33","2010","월드컵대로73번길","202501~202601","신규","-","","","단독다가구"
"6790","부산광역시 연제구 연산동","6**","8m미만","45.30","전세","202501","03","10,000","0","1972","쌍미천로73번길","202503~202703","신규","-","","","단독다가구"
"6791","부산광역시 동구 수정동","2**","8m미만","199.77","전세","202501","03","8,300","0","1994","고관로","202503~202703","신규","-","","","단독다가구"
"6792","부산광역시 동래구 온천동","1***","8m미만","119.62","월세","202501","03","1,500","25","1974","여고북로23번길","202501~202701","신규","-","","","단독다가구"
"6793","부산광역시 강서구 명지동","3***","12m미만","31.20","월세","202501","03","500","45","2018","명지국제12로11번길","202501~202601","신규","-","","","단독다가구"
"6794","부산광역시 금정구 장전동","1**","8m미만","20.00","월세","202501","03","1,000","30","2017","수림로91번길","202501~202601","신규","-","","","단독다가구"
"6795","부산광역시 수영구 망미동","4**","8m미만","157.65","월세","202501","03","2,000","25","1988","망미배산로24번길","202501~202701","신규","-","","","단독다가구"
"6796","부산광역시 영도구 남항동1가","2**","8m미만","33.95","월세","202501","03","2,800","20","","절영로43번길","202501~202701","신규","-","","","단독다가구"
"6797","부산광역시 금정구 부곡동","7**","25m미만","99.33","월세","202501","03","0","60","2004","서동로","202501~202601","신규","-","","","단독다가구"
"6798","부산광역시 부산진구 범천동","8**","12m미만","30.00","월세","202501","03","500","29","1967","범일로154번길","202501~202601","신규","-","","","단독다가구"
"6799","부산광역시 해운대구 반송동","2**","8m미만","22.00","월세","202501","03","200","33","","아랫반송로49번길","202501~202701","신규","-","","","단독다가구"
"6800","부산광역시 남구 대연동","9**","8m미만","65.16","월세","202501","03","9,000","20","1988","유엔평화로29번길","202501~202701","신규","-","","","단독다가구"
"6801","부산광역시 수영구 광안동","1**","8m미만","139.40","월세","202501","02","5,000","25","1986","수영로610번길","202501~202701","신규","-","","","단독다가구"
"6802","부산광역시 해운대구 우동","1***","8m미만","110.32","월세","202501","02","50","25","2014","해운대해변로265번길","202501~202701","신규","-","","","단독다가구"
"6803","부산광역시 사하구 괴정동","5**","12m미만","49.26","전세","202501","02","7,000","0","1978","사하로141번길","202502~202702","신규","-","","","단독다가구"
"6804","부산광역시 사하구 괴정동","5**","8m미만","115.50","월세","202501","02","300","20","1976","괴정로245번길","202501~202701","신규","-","","","단독다가구"
"6805","부산광역시 강서구 명지동","3***","12m미만","26.75","월세","202501","02","1,000","50","2021","명지국제12로19번길","202501~202601","신규","-","","","단독다가구"
"6806","부산광역시 사하구 하단동","7**","8m미만","20.00","월세","202501","02","300","29","2011","낙동대로519번길","202501~202601","신규","-","","","단독다가구"
"6807","부산광역시 금정구 선동","산5*","25m미만","40.00","월세","202501","02","2,000","23","1985","상현로","202501~202701","신규","-","","","단독다가구"
"6808","부산광역시 강서구 신호동","2**","25m미만","56.00","월세","202501","02","7,000","10","2012","신호산단4로64번길","202502~202702","신규","-","","","단독다가구"
"6809","부산광역시 해운대구 반송동","2**","8m미만","174.24","월세","202501","02","300","35","1992","아랫반송로49번길","202501~202601","신규","-","","","단독다가구"
"6810","부산광역시 강서구 신호동","2**","25m미만","56.00","월세","202501","02","7,000","10","2012","신호산단4로64번길","202502~202702","신규","-","","","단독다가구"
"6811","부산광역시 부산진구 연지동","2**","25m미만","112.37","월세","202501","02","3,000","50","1985","성지로46번길","202502~202702","신규","-","","","단독다가구"
"6812","부산광역시 금정구 부곡동","3**","12m미만","130.25","월세","202501","02","4,000","20","1975","가마실로","202502~202702","신규","-","","","단독다가구"
"6813","부산광역시 사상구 주례동","4*","8m미만","46.94","월세","202501","02","1,000","35","1970","가야대로443번가길","202501~202801","신규","-","","","단독다가구"
"6814","부산광역시 수영구 민락동","3*","8m미만","118.43","월세","202501","02","2,000","120","1983","민락본동로19번길","202501~202701","신규","-","","","단독다가구"
"6815","부산광역시 사상구 주례동","7**","8m미만","127.04","월세","202501","02","500","25","1981","동주로","202501~202701","신규","-","","","단독다가구"
"6816","부산광역시 수영구 광안동","1**","8m미만","39.63","월세","202501","02","5,000","18","","수영로642번길","202501~202604","신규","-","","","단독다가구"
"6817","부산광역시 부산진구 당감동","7**","25m미만","42.00","월세","202501","02","1,000","29","1990","백양산로","202501~202701","신규","-","","","단독다가구"
"6818","부산광역시 금정구 장전동","2*","8m미만","20.00","월세","202501","02","500","40","2023","금강로321번길","202501~202601","신규","-","","","단독다가구"
"6819","부산광역시 강서구 명지동","3***","25m미만","33.00","월세","202501","02","500","42","2020","명지국제12로","202501~202601","신규","-","","","단독다가구"
"6820","부산광역시 수영구 광안동","1**","8m미만","20.00","월세","202501","02","1,000","15","1990","광안로49번길","202501~202601","신규","-","","","단독다가구"
"6821","부산광역시 금정구 장전동","2**","12m미만","26.40","월세","202501","02","500","17","1976","부산대학로50번길","202501~202701","신규","-","","","단독다가구"
"6822","부산광역시 동래구 명장동","4**","8m미만","157.41","월세","202501","02","1,000","13","1996","명장로63번다길","202501~202701","신규","-","","","단독다가구"
"6823","부산광역시 부산진구 부암동","3**","8m미만","150.09","전세","202501","02","13,000","0","1983","동평로181번길","202501~202701","신규","-","","","단독다가구"
"6824","부산광역시 부산진구 당감동","9*","12m미만","23.00","월세","202501","02","300","32","2010","가야대로691번길","202501~202601","신규","-","","","단독다가구"
"6825","부산광역시 사상구 덕포동","1**","8m미만","68.43","전세","202501","02","6,500","0","1978","강선로22번길","202502~202702","신규","-","","","단독다가구"
"6826","부산광역시 북구 구포동","9**","8m미만","63.68","전세","202501","02","5,000","0","1988","백양대로1064번길","202501~202701","신규","-","","","단독다가구"
"6827","부산광역시 기장군 정관읍 매학리","7**","12m미만","30.00","월세","202501","02","500","35","2011","달산2길","202501~202601","신규","-","","","단독다가구"
"6828","부산광역시 기장군 기장읍 대라리","1**","12m미만","29.13","월세","202501","02","500","38","","차성로242번길","202501~202601","신규","-","","","단독다가구"
"6829","부산광역시 기장군 기장읍 대변리","4**","12m미만","31.25","월세","202501","01","0","20","2005","무양2길","202501~202612","신규","-","","","단독다가구"
"6830","부산광역시 부산진구 부암동","1**","8m미만","82.50","월세","202501","01","500","29","1989","신천대로216번길","202501~202812","신규","-","","","단독다가구"
"6831","부산광역시 사하구 신평동","1**","8m미만","169.21","월세","202501","01","150","23","1977","다대로126번길","202501~202701","신규","-","","","단독다가구"
"6832","부산광역시 수영구 광안동","3**","8m미만","15.00","월세","202501","01","200","30","2010","수영로534번길","202501~202512","신규","-","","","단독다가구"
